Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
lexus rx,107490,0.034353349,Positive,lexus rx,St. Vincent,2008 lexus rx 350,2,lexus rx,78,"$42,845,277 ",The Weinstein Company,2014,0,4,4,78,2
lincoln mks,8160,-0.243954415,Negative,0,,,,,,,,2014,,,,,
lincoln mkt,4800,-0.201862321,Negative,lincoln mkt,The Fault in Our Stars,2013 lincoln mkt funeral coach,1,lincoln mkt,25,"$124,872,350 ",Twentieth Century Fox,2014,0,1,1,25,1
lincoln mkx/nautilus,23995,0.003429097,Positive,0,,,,,,,,2014,,,,,
lincoln mkz,34009,0.050925497,Positive,lincoln mkz,The Equalizer,2010 lincoln mkz,1,lincoln mkz,30,"$100,915,604 ",Sony Pictures Entertainment (SPE),2014,0,1,1,30,1
lincoln navigator,10433,0.211308487,Positive,0,,,,,,,,2014,,,,,
mazda 2,13615,0.158033512,Positive,0,,,,,,,,2014,,,,,
mazda 3,104985,0.002597576,Positive,mazda 3,Ride Along,2010 mazda 3,1,mazda 3,21,"$134,938,200 ",Universal Pictures,2014,0,4,4,21,1
mazda 5,11613,-0.163569576,Negative,mazda 5,Chef,2012 mazda 5,1,mazda 5,91,"$31,424,003 ",Open Road Films (II),2014,0,1,1,91,1
mazda 6,53224,0.219670929,Positive,mazda 6,Transformers: Age of Extinction,2000 mazda 626,1,mazda 6,5,"$245,439,076 ",Paramount Pictures,2014,0,3,3,5,1
mazda cx-5,99122,0.246127929,Positive,mazda cx-5,Think Like a Man Too,2013 mazda cx-5,1,mazda cx-5,48,"$65,182,182 ",Screen Gems,2014,0,1,1,48,1
mazda cx-9,18496,-0.248984895,Negative,mazda cx-9,22 Jump Street,2007 mazda cx-9,1,mazda cx-9,12,"$191,719,337 ",Sony Pictures Entertainment (SPE),2014,0,1,1,12,1
mazda mx-5 miata,4745,-0.179065744,Negative,0,,,,,,,,2014,,,,,
mazda rx-8,1,0,Negative,0,,,,,,,,2014,,,,,
mazda tribute,1,0,Negative,0,,,,,,,,2014,,,,,
mercedes-benz b-class,776,37.8,Positive,mercedes-benz b-class,Transformers: Age of Extinction,mercedes-benz b 200 turbo [w245],1,mercedes-benz b,5,"$245,439,076 ",Paramount Pictures,2014,0,3,3,5,1
mercedes-benz c-class,75065,-0.149414738,Negative,mercedes-benz c-class,Lucy,mercedes-benz c-klasse [w203],2,mercedes-benz c,23,"$126,663,600 ",Universal Pictures,2014,0,13,13,23,2
mercedes-benz cl-class,221,-0.535714286,Negative,0,,,,,,,,2014,,,,,
mercedes-benz cla-class,27365,0.938992418,Positive,mercedes-benz cla-class,John Wick,2014 mercedes-benz cla 250 [c117],1,mercedes-benz cla,79,"$42,820,432 ",Lionsgate,2014,0,1,1,79,1
mercedes-benz clk-class,3,inf,Positive,mercedes-benz clk-class,The Other Woman,2004 mercedes-benz clk 320 [a209],2,mercedes-benz clk,38,"$83,911,193 ",Twentieth Century Fox,2014,0,3,3,38,2
mercedes-benz cls-class,6981,-0.130851594,Negative,mercedes-benz cls-class,Ride Along,2011 mercedes-benz cls 550 [c218],1,mercedes-benz cls,21,"$134,938,200 ",Universal Pictures,2014,0,3,3,21,1
mercedes-benz e-class,66400,-0.048751486,Negative,mercedes-benz e-class,The Fault in Our Stars,2012 mercedes-benz e 200 cdi [w212],2,mercedes-benz e,25,"$124,872,350 ",Twentieth Century Fox,2014,0,11,11,25,2
mercedes-benz g-class,3090,0.238973536,Positive,mercedes-benz g-class,Let's Be Cops,2003 mercedes-benz g 500 [w463],3,mercedes-benz g,40,"$82,390,774 ",Twentieth Century Fox,2014,1,2,3,40,3
mercedes-benz gl-class/gls-class,26597,-0.110825087,Negative,mercedes-benz gl-class,,,,,,,,2014,,,,,
mercedes-benz gle-class/m-class,46726,0.130668344,Positive,0,,,,,,,,2014,,,,,
mercedes-benz glk-class,35000,0.075169723,Positive,0,,,,,,,,2014,,,,,
mercedes-benz r-class,8,-0.733333333,Negative,0,,,,,,,,2014,,,,,
mercedes-benz s-class,25276,0.900022551,Positive,mercedes-benz s-class,The Other Woman,2011 mercedes-benz s 63 amg [w221],3,mercedes-benz s,38,"$83,911,193 ",Twentieth Century Fox,2014,5,13,18,38,3
