Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
mini cooper,40828,-0.105512225,Negative,mini cooper,Hall Pass,mini cooper s,2,mini cooper,71,"$45,060,734 ",Warner Bros.,2011,0,13,13,71,2
mini cooper hardtop 2-door,28067,-0.053644885,Negative,mini cooper,,,,,,,,,,,,,
mini countryman,16683,28.01391304,Positive,0,,,,,,,,,,,,,
mitsubishi eclipse/spyder,7546,0.762260626,Positive,mitsubishi eclipse/spyder,Transformers: Dark of the Moon,1995 mitsubishi eclipse 2g,1,mitsubishi eclipse,2,"$352,390,543 ",DreamWorks,2011,0,3,3,2,1
mitsubishi endeavor,9658,1.249184909,Positive,0,,,,,,,,,,,,,
mitsubishi galant,15631,0.360163592,Positive,mitsubishi galant,The Adjustment Bureau,2009 mitsubishi galant,1,mitsubishi galant,53,"$62,495,645 ",Universal Pictures,2011,0,2,2,53,1
mitsubishi lancer,19874,-0.072002241,Negative,mitsubishi lancer,Mission: Impossible - Ghost Protocol,2006 mitsubishi lancer,2,mitsubishi lancer,21,"$122,347,325 ",Paramount Pictures,2011,0,7,7,21,2
mitsubishi outlander,9788,-0.21696,Negative,0,,,,,,,,,,,,,
mitsubishi outlander sport,16443,8.729585799,Positive,0,,,,,,,,,,,,,
nissan 370z/350z,7328,-0.282623593,Negative,nissan 370z/350z,Fast Five,2009 nissan 370z,2,nissan 370z,6,"$209,837,675 ",Universal Pictures,2011,0,5,5,6,2
nissan altima,268981,0.173242084,Positive,nissan altima,Transformers: Dark of the Moon,2002 nissan altima,1,nissan altima,2,"$352,390,543 ",DreamWorks,2011,0,10,10,2,1
nissan armada,18331,-0.052367659,Negative,0,,,,,,,,,,,,,
nissan cube,14459,-0.370471961,Negative,0,,,,,,,,,,,,,
nissan frontier,51700,0.278848294,Positive,0,,,,,,,,,,,,,
nissan gt-r,1294,0.475484607,Positive,nissan gt-r,Fast Five,2010 nissan gt-r,2,nissan gt-r,6,"$209,837,675 ",Universal Pictures,2011,0,2,2,6,2
nissan juke,35886,3.153953004,Positive,0,,,,,,,,,,,,,
nissan leaf,9674,508.1578947,Positive,0,,,,,,,,,,,,,
nissan maxima,58737,-0.030246496,Negative,nissan maxima,Transformers: Dark of the Moon,1997 nissan maxima,1,nissan maxima,2,"$352,390,543 ",DreamWorks,2011,0,5,5,2,1
nissan murano,53626,-0.006907535,Negative,nissan murano,Bridesmaids,2003 nissan murano,1,nissan murano,12,"$169,106,725 ",Universal Pictures,2011,0,4,4,12,1
nissan pathfinder,25935,0.209767702,Positive,0,,,,,,,,,,,,,
nissan quest,12199,67.92090395,Positive,0,,,,,,,,,,,,,
nissan rogue,124543,0.251499774,Positive,nissan rogue,New Year's Eve,2011 nissan rogue,1,nissan rogue,72,"$44,205,254 ",Warner Bros.,2011,0,1,1,72,1
nissan sentra,114991,0.22246319,Positive,nissan sentra,Fast Five,1985 nissan sentra,1,nissan sentra,6,"$209,837,675 ",Universal Pictures,2011,0,3,3,6,1
nissan titan,21994,-0.060727708,Negative,0,,,,,,,,,,,,,
nissan versa,99730,0.00025074,Positive,nissan versa,The Muppets,2010 nissan versa,3,nissan versa,39,"$81,795,283 ",Walt Disney Studios Motion Pictures,2011,1,7,8,39,3
nissan xterra,18221,-0.112166837,Negative,nissan xterra,Insidious,2005 nissan xterra,2,nissan xterra,63,"$54,009,150 ",FilmDistrict,2011,0,3,3,63,2
porsche 911,6016,0.048631689,Positive,porsche 911,Fast Five,2001 porsche 911 carrera [996],3,porsche 911,6,"$209,837,675 ",Universal Pictures,2011,3,7,10,6,3
porsche boxster,1773,-0.185576481,Negative,porsche boxster,The Roommate,porsche boxster s [987],3,porsche boxster,87,"$37,300,000 ",Screen Gems,2011,1,0,1,87,3
porsche cayenne,12978,0.555555556,Positive,porsche cayenne,Mission: Impossible - Ghost Protocol,2007 porsche cayenne [957],2,porsche cayenne,21,"$122,347,325 ",Paramount Pictures,2011,0,1,1,21,2
porsche cayman,1377,0.041603631,Positive,porsche cayman,Fast Five,2005 porsche cayman [987c],1,porsche cayman,6,"$209,837,675 ",Universal Pictures,2011,0,2,2,6,1
porsche panamera,6879,-0.111355122,Negative,0,,,,,,,,,,,,,
ram pickup,244763,0.22594815,Positive,0,,,,,,,,,,,,,
saab 9-3,3847,-0.151334657,Negative,saab 9-3,The Girl with the Dragon Tattoo,2010 saab 9-3 sportcombi,1,saab 9-3,67,"$50,338,690 ",Sony Pictures Entertainment (SPE),2011,0,1,1,67,1
saab 9-5,1496,0.844636252,Positive,saab 9-5,Bad Teacher,2007 saab 9-5,1,saab 9-5,29,"$100,292,856 ",Sony Pictures Entertainment (SPE),2011,0,3,3,29,1
scion tc,22433,0.475466982,Positive,scion tc,Colombiana,2005 scion tc,1,scion tc,93,"$36,665,854 ",TriStar Pictures,2011,0,1,1,93,1
scion xb,17017,-0.164358672,Negative,scion xb,The Dilemma,2010 scion xb,1,scion xb,69,"$48,475,290 ",Universal Pictures,2011,0,1,1,69,1
scion xd,9573,-0.053115727,Negative,0,,,,,,,,,,,,,
smart fortwo,5208,-0.121309263,Negative,smart fortwo,Gnomeo & Juliet,smart fortwo,1,smart fortwo,31,"$99,967,673 ",Walt Disney Studios Motion Pictures,2011,0,3,3,31,1
subaru forester,76196,-0.10441937,Negative,subaru forester,Horrible Bosses,2003 subaru forester,1,subaru forester,23,"$117,538,559 ",Warner Bros.,2011,0,1,1,23,1
subaru impreza/wrx/wrx sti,41196,-0.072057664,Negative,subaru impreza/wrx/wrx sti,Fast Five,2011 subaru impreza wrx sti,2,subaru impreza,6,"$209,837,675 ",Universal Pictures,2011,0,2,2,6,2
subaru legacy,42401,0.094925759,Positive,subaru legacy,Bad Teacher,1997 subaru legacy outback,2,subaru legacy,29,"$100,292,856 ",Sony Pictures Entertainment (SPE),2011,0,5,5,29,2
subaru outback,104405,0.120850689,Positive,subaru outback,50/50,2000 subaru outback,2,subaru outback,98,"$35,014,192 ",Summit Entertainment,2011,0,3,3,98,2
subaru tribeca,2791,0.129045307,Positive,subaru tribeca,Hall Pass,2008 subaru tribeca,1,subaru tribeca,71,"$45,060,734 ",Warner Bros.,2011,0,1,1,71,1
suzuki equator,2127,0.469937802,Positive,0,,,,,,,,,,,,,
suzuki forenza/reno,1,-0.916666667,Negative,0,,,,,,,,,,,,,
suzuki grand vitara,4980,0.112103618,Positive,suzuki grand vitara,Transformers: Dark of the Moon,2006 suzuki grand vitara,1,suzuki grand vitara,2,"$352,390,543 ",DreamWorks,2011,0,3,3,2,1
suzuki kizashi,6942,0.130987292,Positive,0,,,,,,,,,,,,,
suzuki sx4/aerio,12519,0.078666207,Positive,suzuki sx4/aerio,Fast Five,2008 suzuki sx4 sport,1,suzuki sx4,6,"$209,837,675 ",Universal Pictures,2011,0,1,1,6,1
suzuki xl7,48,-0.846645367,Negative,0,,,,,,,,,,,,,
toyota 4runner,44316,-0.047602673,Negative,toyota 4runner,Rise of the Planet of the Apes,1990 toyota 4runner,1,toyota 4runner,9,"$176,760,185 ",Twentieth Century Fox,2011,0,1,1,9,1
toyota avalon,28925,0.018844664,Positive,toyota avalon,Contagion,2005 toyota avalon,1,toyota avalon,43,"$75,658,097 ",Warner Bros.,2011,0,1,1,43,1
toyota camry,308510,-0.058858342,Negative,toyota camry,The Hangover Part II,2006 toyota camry,3,toyota camry,4,"$254,464,305 ",Warner Bros.,2011,2,22,24,4,3
toyota corolla/matrix,240259,-0.09704903,Negative,toyota corolla/matrix,Bridesmaids,1987 toyota corolla,4,toyota corolla,12,"$169,106,725 ",Universal Pictures,2011,1,36,37,12,4
toyota fj cruiser,13541,-0.094792433,Negative,0,,,,,,,,,,,,,
toyota highlander,101252,0.099119636,Positive,toyota highlander,Rise of the Planet of the Apes,2004 toyota highlander,1,toyota highlander,9,"$176,760,185 ",Twentieth Century Fox,2011,0,4,4,9,1
toyota land cruiser,1662,-0.080243498,Negative,toyota land cruiser,Battle Los Angeles,1998 toyota land cruiser,1,toyota land cruiser,37,"$83,552,429 ",Sony Pictures Entertainment (SPE),2011,0,3,3,37,1
toyota prius,136463,-0.031682845,Negative,toyota prius,Horrible Bosses,2006 toyota prius ii,4,toyota prius,23,"$117,538,559 ",Warner Bros.,2011,3,10,13,23,4
toyota rav4,132237,-0.226127565,Negative,toyota rav4,Scream 4,2009 toyota rav4,3,toyota rav4,83,"$38,180,928 ",-,2011,1,5,6,83,3
toyota sequoia,13022,-0.059647603,Negative,toyota sequoia,Fast Five,2001 toyota sequoia,2,toyota sequoia,6,"$209,837,675 ",Universal Pictures,2011,0,3,3,6,2
toyota sienna,111429,0.133134019,Positive,toyota sienna,The Smurfs,2004 toyota sienna,3,toyota sienna,17,"$142,614,158 ",Sony Pictures Entertainment (SPE),2011,1,4,5,17,3
toyota tacoma,110705,0.042439594,Positive,toyota tacoma,I Am Number Four,2001 toyota tacoma,1,toyota tacoma,59,"$55,100,437 ",Walt Disney Studios Motion Pictures,2011,0,5,5,59,1
toyota tundra,82908,-0.111468347,Negative,toyota tundra,Jack and Jill,2007 toyota tundra,1,toyota tundra,47,"$71,635,888 ",Sony Pictures Entertainment (SPE),2011,0,1,1,47,1
toyota venza,38904,-0.17787029,Negative,0,,,,,,,,,,,,,
toyota yaris hatchback,32704,-0.183950494,Negative,0,,,,,,,,,,,,,
volkswagen beetle,6468,-0.608877064,Negative,0,,,,,,,,,,,,,
volkswagen cc,29502,0.054132276,Positive,0,,,,,,,,,,,,,
volkswagen eos,7533,0.126008969,Positive,volkswagen eos,Little Fockers,2007 volkswagen eos [typ 1f],2,volkswagen eos,51,"$63,881,175 ",Universal Pictures,2011,0,1,1,51,2
volkswagen golf/gti/r/sportwagen alltrack,34706,0.226967404,Positive,volkswagen golf/gti/r/sportwagen alltrack,50/50,2010 volkswagen golf vi [typ 5k],3,volkswagen golf,98,"$35,014,192 ",Summit Entertainment,2011,1,9,10,98,3
volkswagen jetta,177360,0.439458499,Positive,volkswagen jetta,Horrible Bosses,2011 volkswagen jetta a6 [typ 5k],4,volkswagen jetta,23,"$117,538,559 ",Warner Bros.,2011,1,18,19,23,4
volkswagen passat,22835,0.827238537,Positive,volkswagen passat,Fast Five,1999 volkswagen passat wagon b5 [typ 3b],2,volkswagen passat,6,"$209,837,675 ",Universal Pictures,2011,0,7,7,6,2
volkswagen routan,12473,-0.218532673,Negative,0,,,,,,,,,,,,,
volkswagen tiguan,25990,0.240809701,Positive,0,,,,,,,,,,,,,
volkswagen touareg,7535,0.598769361,Positive,volkswagen touareg,Fast Five,2004 volkswagen touareg i [typ 7l],3,volkswagen touareg,6,"$209,837,675 ",Universal Pictures,2011,2,1,3,6,3
volvo c30,3471,-0.111367127,Negative,0,,,,,,,,,,,,,
volvo c70,4933,0.129349817,Positive,0,,,,,,,,,,,,,
volvo s40,2984,-0.469322426,Negative,0,,,,,,,,,,,,,
volvo s60/v60,21282,13.81002088,Positive,volvo s60/v60,The Twilight Saga: Breaking Dawn - Part 1,2011 volvo s60,2,volvo s60,3,"$274,841,954 ",Summit Entertainment,2011,0,5,5,3,2
volvo s80,4735,-0.344545958,Negative,volvo s80,The Hangover Part II,2008 volvo s80,2,volvo s80,4,"$254,464,305 ",Warner Bros.,2011,0,2,2,4,2
volvo v50,555,-0.677325581,Negative,volvo v50,The Girl with the Dragon Tattoo,2004 volvo v50,1,volvo v50,67,"$50,338,690 ",Sony Pictures Entertainment (SPE),2011,0,1,1,67,1
volvo xc60,12932,0.074979219,Positive,volvo xc60,Scream 4,2009 volvo xc60,2,volvo xc60,83,"$38,180,928 ",-,2011,0,2,2,83,2
volvo xc70,5716,-0.13733776,Negative,volvo xc70,The Descendants,2006 volvo xc70,2,volvo xc70,82,"$38,295,831 ",Fox Searchlight Pictures,2011,0,2,2,82,2
volvo xc90,10609,0.048423757,Positive,volvo xc90,"Crazy, Stupid, Love.",2009 volvo xc90,3,volvo xc90,36,"$84,351,197 ",Warner Bros.,2011,1,3,4,36,3
