Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
gmc sierra,184389,0.173069949,Positive,gmc sierra,Elysium,2009 gmc sierra hybrid,3,gmc sierra,37,"$93,050,117 ",TriStar Pictures,2013,1,2,3,37,3
gmc terrain,99525,0.017783732,Positive,gmc terrain,Prisoners,2010 gmc terrain,1,gmc terrain,60,"$61,002,302 ",Warner Bros.,2013,0,2,2,60,1
gmc yukon,28302,0.017398807,Positive,gmc yukon,Parental Guidance,2010 gmc yukon hybrid,3,gmc yukon,77,"$43,273,946 ",Twentieth Century Fox,2013,1,2,3,77,3
gmc yukon xl,31258,0.334272421,Positive,gmc yukon xl,A Good Day to Die Hard,2001 gmc yukon xl denali,1,gmc yukon xl,54,"$67,349,198 ",Twentieth Century Fox,2013,0,1,1,54,1
honda accord,366678,0.104877784,Positive,honda accord,Blue Jasmine,1994 honda accord,2,honda accord,88,"$33,021,046 ",Sony Pictures Classics,2013,0,14,14,88,2
honda cr-v,303904,0.079005297,Positive,honda cr-v,This Is the End,2010 honda cr-v,1,honda cr-v,31,"$101,470,202 ",Sony Pictures Entertainment (SPE),2013,0,12,12,31,1
honda cr-z,4550,0.085400763,Positive,0,,,,,,,,2013,,,,,
honda civic,336180,0.057472421,Positive,honda civic,Planes,2009 honda civic,2,honda civic,39,"$90,288,712 ",Walt Disney Studios Motion Pictures,2013,0,17,17,39,2
honda crosstour,16847,-0.191912893,Negative,0,,,,,,,,2013,,,,,
honda element,2,-0.333333333,Negative,honda element,This Is 40,2007 honda element,1,honda element,98,"$28,592,545 ",Universal Pictures,2013,0,1,1,98,1
honda fcx,10,1,Positive,0,,,,,,,,2013,,,,,
honda fit,53513,0.084444535,Positive,honda fit,We're the Millers,2009 honda fit,1,honda fit,16,"$150,394,119 ",Warner Bros.,2013,0,1,1,16,1
honda insight,4802,-0.178583647,Negative,0,,,,,,,,2013,,,,,
honda odyssey,128987,0.023868868,Positive,honda odyssey,Blue Jasmine,1999 honda odyssey,2,honda odyssey,88,"$33,021,046 ",Sony Pictures Classics,2013,0,2,2,88,2
honda pilot,126678,0.103005712,Positive,honda pilot,The Heat,2006 honda pilot,1,honda pilot,15,"$159,582,188 ",Twentieth Century Fox,2013,0,3,3,15,1
honda ridgeline,17723,0.259809497,Positive,0,,,,,,,,2013,,,,,
honda s2000,2,inf,Positive,0,,,,,,,,2013,,,,,
hyundai accent,60458,-0.008950233,Negative,hyundai accent,Grown Ups 2,1998 hyundai accent,1,hyundai accent,20,"$133,668,525 ",Sony Pictures Entertainment (SPE),2013,0,6,6,20,1
hyundai azera,11221,0.330921599,Positive,0,,,,,,,,2013,,,,,
hyundai elantra,247912,0.22708059,Positive,hyundai elantra,World War Z,2004 hyundai elantra,1,hyundai elantra,12,"$202,359,711 ",Paramount Pictures,2013,0,5,5,12,1
hyundai equus,3578,-0.099194361,Negative,0,,,,,,,,2013,,,,,
hyundai genesis,32330,-0.048361934,Negative,0,,,,,,,,2013,,,,,
hyundai santa fe,88844,0.251042019,Positive,hyundai santa fe,The Hangover Part III,2005 hyundai santa fe,1,hyundai santa fe,26,"$112,200,072 ",Warner Bros.,2013,0,2,2,26,1
hyundai sonata,203648,-0.116896858,Negative,hyundai sonata,Last Vegas,2011 hyundai sonata,2,hyundai sonata,58,"$62,791,595 ",CBS Films,2013,0,6,6,58,2
hyundai tucson,41906,-0.142640861,Negative,0,,,,,,,,2013,,,,,
hyundai veloster,30711,-0.119069474,Negative,0,,,,,,,,2013,,,,,
hyundai veracruz,175,-0.978741497,Negative,hyundai veracruz,Silver Linings Playbook,2007 hyundai veracruz,1,hyundai veracruz,29,"$103,633,972 ",The Weinstein Company,2013,0,1,1,29,1
infiniti g,36517,-0.389796805,Negative,infiniti g,This Is the End,2010 infiniti g,3,infiniti g,31,"$101,470,202 ",Sony Pictures Entertainment (SPE),2013,1,5,6,31,3
infiniti q70/m,5283,-0.42135816,Negative,0,,,,,,,,2013,,,,,
infiniti ex/qx50,2164,-0.380829757,Negative,0,,,,,,,,2013,,,,,
infiniti qx60/jx,31602,0.458060349,Positive,0,,,,,,,,2013,,,,,
infiniti qx70/fx,6380,-0.387950883,Negative,infiniti qx70/fx,This Is the End,2009 infiniti fx,1,infiniti fx,31,"$101,470,202 ",Sony Pictures Entertainment (SPE),2013,0,1,1,31,1
infiniti qx80/qx56,13148,-0.141214892,Negative,0,,,,,,,,2013,,,,,
jaguar xf,7922,0.433586681,Positive,0,,,,,,,,2013,,,,,
jaguar xj,5434,0.119950536,Positive,jaguar xj,The Wolf of Wall Street,1986 jaguar xj-s [xj27],2,jaguar xj,80,"$41,448,935 ",Paramount Pictures,2013,0,4,4,80,2
jaguar xk,1346,-0.175750153,Negative,jaguar xk,Gangster Squad,1949 jaguar xk 120,2,jaguar xk,71,"$46,000,903 ",Warner Bros.,2013,0,3,3,71,2
jeep compass,52993,0.317087113,Positive,0,,,,,,,,2013,,,,,
jeep grand cherokee,174275,0.126287694,Positive,jeep grand cherokee,A Good Day to Die Hard,1999 jeep grand cherokee,2,jeep grand cherokee,54,"$67,349,198 ",Twentieth Century Fox,2013,0,12,12,54,2
jeep liberty,6101,-0.919173854,Negative,jeep liberty,World War Z,2002 jeep liberty,1,jeep liberty,12,"$202,359,711 ",Paramount Pictures,2013,0,5,5,12,1
jeep patriot,75797,0.222335107,Positive,jeep patriot,Silver Linings Playbook,2007 jeep patriot,1,jeep patriot,29,"$103,633,972 ",The Weinstein Company,2013,0,2,2,29,1
jeep wrangler,155502,0.097643098,Positive,jeep wrangler,Evil Dead,1987 jeep wrangler,3,jeep wrangler,65,"$54,239,856 ",TriStar Pictures,2013,1,1,2,65,3
kia forte,66146,-0.12598935,Negative,kia forte,We're the Millers,2010 kia forte,1,kia forte,16,"$150,394,119 ",Warner Bros.,2013,0,3,3,16,1
kia optima,155893,0.02292666,Positive,kia optima,2 Guns,2005 kia optima,1,kia optima,45,"$75,612,460 ",Universal Pictures,2013,0,3,3,45,1
kia rio,40742,0.011595282,Positive,kia rio,Grown Ups 2,2007 kia rio5,1,kia rio,20,"$133,668,525 ",Sony Pictures Entertainment (SPE),2013,0,3,3,20,1
kia sedona,7079,-0.595762905,Negative,0,,,,,,,,2013,,,,,
kia sorento,105649,-0.116624999,Negative,0,,,,,,,,2013,,,,,
kia soul,118079,0.019874242,Positive,kia soul,Pacific Rim,2012 kia soul,1,kia soul,30,"$101,802,906 ",Warner Bros.,2013,0,1,1,30,1
kia sportage,32965,-0.093297027,Negative,kia sportage,The Heat,1998 kia sportage,1,kia sportage,15,"$159,582,188 ",Twentieth Century Fox,2013,0,4,4,15,1
land rover discovery / lr4,7093,-0.030481137,Negative,land rover discovery ,,,,,,,,2013,,,,,
land rover lr2,3315,0.064889174,Positive,0,,,,,,,,2013,,,,,
land rover range rover,12221,0.558204769,Positive,land rover range rover,Fast & Furious 6,2002 land-rover range rover series iii,3,land-rover range rover,8,"$238,679,850 ",Universal Pictures,2013,3,7,10,8,3
land rover range rover evoque,11405,0.281316706,Positive,land rover range rover,,,,,,,,2013,,,,,
land rover range rover sport,15976,-0.031229155,Negative,land rover range rover sport,Fast & Furious 6,2005 land-rover range rover sport,2,land-rover range rover sport,8,"$238,679,850 ",Universal Pictures,2013,0,3,3,8,2
lexus ct200h,15071,-0.147230238,Negative,0,,,,,,,,2013,,,,,
lexus es/es350,72581,0.292442751,Positive,lexus es/es350,Side Effects,2005 lexus es 330,2,lexus es,91,"$32,172,757 ",Open Road Films (II),2013,0,4,4,91,2
lexus gs,19742,-0.109115523,Negative,lexus gs,Now You See Me,2000 lexus gs 300,1,lexus gs,23,"$117,723,989 ",Lionsgate,2013,0,2,2,23,1
lexus gx/gx460,12136,0.099374943,Positive,0,,,,,,,,2013,,,,,
lexus hs/hs250h,5,-0.99229584,Negative,0,,,,,,,,2013,,,,,
lexus is,35017,0.263786632,Positive,lexus is,The Hangover Part III,2001 lexus is 300,1,lexus is,26,"$112,200,072 ",Warner Bros.,2013,0,3,3,26,1
lexus lfa,23,-0.5,Negative,0,,,,,,,,2013,,,,,
lexus ls,10727,0.285440383,Positive,lexus ls,Silver Linings Playbook,2010 lexus ls 460,2,lexus ls,29,"$103,633,972 ",The Weinstein Company,2013,0,2,2,29,2
lexus lx/lx570,4625,-0.075924076,Negative,lexus lx/lx570,The Best Man Holiday,2013 lexus lx 570,4,lexus lx,51,"$70,313,550 ",Universal Pictures,2013,1,0,1,51,4
lexus rx,103920,0.089525167,Positive,lexus rx,This Is 40,2008 lexus rx 350,3,lexus rx,98,"$28,592,545 ",Universal Pictures,2013,1,1,2,98,3
lincoln mks,10793,-0.138214628,Negative,0,,,,,,,,2013,,,,,
lincoln mkt,6014,-0.152241331,Negative,0,,,,,,,,2013,,,,,
lincoln mkx/nautilus,23913,-0.047556458,Negative,lincoln mkx/nautilus,The Best Man Holiday,2011 lincoln mkx,1,lincoln mkx,51,"$70,313,550 ",Universal Pictures,2013,0,1,1,51,1
lincoln mkz,32361,0.153566463,Positive,0,,,,,,,,2013,,,,,
lincoln navigator,8613,0.02890933,Positive,0,,,,,,,,2013,,,,,
mazda 2,11757,-0.391302097,Negative,mazda 2,Kick-Ass 2,2011 mazda 2,1,mazda 2,97,"$28,795,985 ",Universal Pictures,2013,0,1,1,97,1
mazda 3,104713,-0.15116609,Negative,mazda 3,Fast & Furious 6,1990 mazda 323 f,2,mazda 3,8,"$238,679,850 ",Universal Pictures,2013,0,5,5,8,2
mazda 5,13884,-0.051639344,Negative,0,,,,,,,,2013,,,,,
mazda 6,43638,0.292747956,Positive,mazda 6,Pacific Rim,2009 mazda 6,1,mazda 6,30,"$101,802,906 ",Warner Bros.,2013,0,3,3,30,1
mazda cx-5,79544,0.83623814,Positive,mazda cx-5,Olympus Has Fallen,2013 mazda cx-5,1,mazda cx-5,33,"$98,925,640 ",FilmDistrict,2013,0,2,2,33,1
mazda cx-7,1,-0.999911708,Negative,mazda cx-7,This Is the End,2007 mazda cx-7,1,mazda cx-7,31,"$101,470,202 ",Sony Pictures Entertainment (SPE),2013,0,1,1,31,1
mazda cx-9,24628,0.007609852,Positive,0,,,,,,,,2013,,,,,
mazda mx-5 miata,5780,-0.083267248,Negative,0,,,,,,,,2013,,,,,
mazda rx-8,1,-0.9875,Negative,mazda rx-8,Kick-Ass 2,2004 mazda rx-8,1,mazda rx-8,97,"$28,795,985 ",Universal Pictures,2013,0,1,1,97,1
mazda tribute,1,-0.998007968,Negative,0,,,,,,,,2013,,,,,
mercedes-benz b-class,20,-0.310344828,Negative,0,,,,,,,,2013,,,,,
mercedes-benz c-class,88251,0.080223264,Positive,mercedes-benz c-class,Jack Reacher,2011 mercedes-benz c 250 cdi [c204],3,mercedes-benz c,89,"$32,520,094 ",Paramount Pictures,2013,1,9,10,89,3
mercedes-benz cl-class,476,-0.341632089,Negative,0,,,,,,,,2013,,,,,
mercedes-benz clk-class,0,-1,Negative,mercedes-benz clk-class,Thor: The Dark World,1997 mercedes-benz clk [c208],1,mercedes-benz clk,11,"$202,651,732 ",Walt Disney Studios Motion Pictures,2013,0,2,2,11,1
mercedes-benz cls-class,8032,-0.004091754,Negative,mercedes-benz cls-class,A Good Day to Die Hard,2011 mercedes-benz cls [c218],2,mercedes-benz cls,54,"$67,349,198 ",Twentieth Century Fox,2013,0,4,4,54,2
mercedes-benz e-class,69803,0.071074558,Positive,mercedes-benz e-class,The Hangover Part III,2011 mercedes-benz e 350 [a207],3,mercedes-benz e,26,"$112,200,072 ",Warner Bros.,2013,2,9,11,26,3
mercedes-benz g-class,2494,0.87518797,Positive,mercedes-benz g-class,Fast & Furious 6,1979 mercedes-benz g-klasse [w460],3,mercedes-benz g,8,"$238,679,850 ",Universal Pictures,2013,3,1,4,8,3
mercedes-benz gl-class/gls-class,29912,0.148606098,Positive,mercedes-benz gl-class,,,,,,,,2013,,,,,
mercedes-benz gle-class/m-class,41326,0.084643448,Positive,0,,,,,,,,2013,,,,,
mercedes-benz glk-class,32553,0.10860237,Positive,0,,,,,,,,2013,,,,,
mercedes-benz r-class,30,-0.979633401,Negative,0,,,,,,,,2013,,,,,
mercedes-benz s-class,13303,0.127946413,Positive,mercedes-benz s-class,Mama,2000 mercedes-benz s-klasse [w220],3,mercedes-benz s,48,"$71,628,180 ",Universal Pictures,2013,2,11,13,48,3
mercedes-benz sl-class,7007,0.430291896,Positive,mercedes-benz sl-class,Anchorman 2: The Legend Continues,mercedes-benz sl [r107],2,mercedes-benz sl,38,"$90,579,768 ",Paramount Pictures,2013,0,6,6,38,2
mercedes-benz slk-class/slc-class,4757,0.035255713,Positive,0,,,,,,,,2013,,,,,
mercedes-benz sls amg,451,-0.43625,Negative,mercedes-benz sls amg,RED 2,2010 mercedes-benz sls amg [c197],2,mercedes-benz sls amg,66,"$53,262,560 ",Lionsgate,2013,0,3,3,66,2
