Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
audi r8,583,0.015679443,Positive,audi r8,Vanguard,2017 audi r8 spyder,3,audi r8,99,"$793,525 ",Gravitas Ventures,2020,1,1,2,99,3
audi tt,832,-0.371601208,Negative,0,,,,,,,,2020,,,,,
audi etron,7202,0.341404358,Positive,0,,,,,,,,2020,,,,,
bmw 2-series,14616,0.823580786,Positive,bmw 2-series,The Gentlemen,1970 bmw 2800 cs [e9],1,bmw 2,16,"$36,471,397 ",STX Entertainment,2020,0,1,1,16,1
bmw 3-series,39290,-0.178497501,Negative,bmw 3-series,Knives Out,1972 bmw 3.0 csi [e9],3,bmw 3,12,"$49,651,655 ",Lionsgate,2020,1,11,12,12,3
bmw 4-series,12357,-0.336394393,Negative,0,,,,,,,,2020,,,,,
bmw 5-series,25515,-0.340850965,Negative,bmw 5-series,The Tax Collector,2011 bmw 528i [f10],4,bmw 5,87,"$1,044,212 ",RLJE Films,2020,3,8,11,87,4
bmw 6-series,1960,0.720807726,Positive,0,,,,,,,,2020,,,,,
bmw 7-series,6443,-0.269749518,Negative,bmw 7-series,The Gentlemen,2019 bmw 740li [g12],1,bmw 7,16,"$36,471,397 ",STX Entertainment,2020,0,1,1,16,1
bmw 8-series,7714,0.749206349,Positive,bmw 8-series,Richard Jewell,bmw 8 [e31],1,bmw 8,54,"$4,523,325 ",Warner Bros.,2020,0,1,1,54,1
bmw x1,14368,-0.193488633,Negative,bmw x1,Bombshell,2016 bmw x1 [f48],1,bmw x1,34,"$13,644,923 ",Lionsgate,2020,0,1,1,34,1
bmw x2,7368,-0.347560436,Negative,0,,,,,,,,2020,,,,,
bmw x3,59777,-0.147382684,Negative,bmw x3,Unhinged,2015 bmw x3 [f25],1,bmw x3,25,"$20,831,465 ",Solstice Studios,2020,0,4,4,25,1
bmw x4,7662,-0.125142727,Negative,0,,,,,,,,2020,,,,,
bmw x5,50642,-0.072405898,Negative,bmw x5,Tenet,2019 bmw x5 [g05],1,bmw x5,14,"$46,299,000 ",Warner Bros.,2020,0,1,1,14,1
bmw x6,7313,0.724764151,Positive,0,,,,,,,,2020,,,,,
bmw x7,23230,0.076759062,Positive,0,,,,,,,,2020,,,,,
bmw z4,2364,-0.196191772,Negative,0,,,,,,,,2020,,,,,
bmw i3,1502,-0.690500721,Negative,0,,,,,,,,2020,,,,,
bmw i8,192,-0.825771325,Negative,bmw i8,Vanguard,2014 bmw i8 [i12],2,bmw i8,99,"$793,525 ",Gravitas Ventures,2020,0,1,1,99,2
buick cascada,12,-0.995266272,Negative,0,,,,,,,,2020,,,,,
buick enclave,38479,-0.247810619,Negative,buick enclave,Bad Boys for Life,2018 buick enclave,1,buick enclave,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
buick encore,44353,-0.566869464,Negative,0,,,,,,,,2020,,,,,
buick envision,34943,0.051549804,Positive,0,,,,,,,,2020,,,,,
buick lacrosse,229,-0.968374534,Negative,buick lacrosse,Unhinged,2010 buick lacrosse,1,buick lacrosse,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,1
buick regal,2493,-0.759432597,Negative,buick regal,Birds of Prey,1983 buick regal,1,buick regal,6,"$84,158,461 ",Warner Bros.,2020,0,3,3,6,1
cadillac ats,115,-0.898589065,Negative,0,,,,,,,,2020,,,,,
cadillac ct5,14712,341.1395349,Positive,0,,,,,,,,2020,,,,,
cadillac ct6,3117,-0.608023139,Negative,0,,,,,,,,2020,,,,,
cadillac cts,611,-0.912288257,Negative,0,,,,,,,,2020,,,,,
cadillac escalade,24545,-0.307108175,Negative,cadillac escalade,Bombshell,2015 cadillac escalade esv,3,cadillac escalade,34,"$13,644,923 ",Lionsgate,2020,1,11,12,34,3
cadillac xt4,22473,-0.297433332,Negative,0,,,,,,,,2020,,,,,
cadillac xt5,35224,-0.293796864,Negative,0,,,,,,,,2020,,,,,
cadillac xt6,22610,0.955882353,Positive,0,,,,,,,,2020,,,,,
cadillac xts,1200,-0.893861666,Negative,cadillac xts,Like a Boss,2013 cadillac xts stretched limousine,2,cadillac xts,23,"$22,169,514 ",Paramount Pictures,2020,0,2,2,23,2
chevrolet blazer,94598,0.627744511,Positive,0,,,,,,,,2020,,,,,
chevrolet bolt,20753,0.263962482,Positive,0,,,,,,,,2020,,,,,
chevrolet camaro,29777,-0.383064683,Negative,chevrolet camaro,Honest Thief,2010 chevrolet camaro,3,chevrolet camaro,32,"$14,163,574 ",Open Road Films (II),2020,1,5,6,32,3
chevrolet city express,4637,0.031590656,Positive,0,,,,,,,,2020,,,,,
chevrolet colorado,96236,-0.209255318,Negative,chevrolet colorado,Unhinged,2004 chevrolet colorado,1,chevrolet colorado,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,1
chevrolet corvette,21627,0.202301534,Positive,chevrolet corvette,Ford v Ferrari,1963 chevrolet corvette sting ray c2,2,chevrolet corvette,39,"$10,427,913 ",Twentieth Century Fox,2020,0,8,8,39,2
chevrolet cruze,783,-0.983678999,Negative,chevrolet cruze,Bad Boys for Life,2011 chevrolet cruze,1,chevrolet cruze,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,3,3,1,1
chevrolet equinox,270994,-0.21689125,Negative,chevrolet equinox,Bill & Ted Face the Music,2010 chevrolet equinox,1,chevrolet equinox,60,"$3,498,714 ",United Artists Releasing,2020,0,1,1,60,1
chevrolet express,55040,-0.28941219,Negative,chevrolet express,The Tax Collector,2011 chevrolet express,2,chevrolet express,87,"$1,044,212 ",RLJE Films,2020,0,2,2,87,2
chevrolet impala,9943,-0.778936369,Negative,chevrolet impala,The Tax Collector,1969 chevrolet impala,3,chevrolet impala,87,"$1,044,212 ",RLJE Films,2020,1,19,20,87,3
chevrolet malibu,102652,-0.146714103,Negative,chevrolet malibu,Bill & Ted Face the Music,2016 chevrolet malibu,3,chevrolet malibu,60,"$3,498,714 ",United Artists Releasing,2020,1,5,6,60,3
chevrolet silverado,593057,0.030383846,Positive,chevrolet silverado,Honest Thief,1999 chevrolet silverado,2,chevrolet silverado,32,"$14,163,574 ",Open Road Films (II),2020,0,4,4,32,2
chevrolet sonic,13007,-0.068933429,Negative,0,,,,,,,,2020,,,,,
chevrolet spark,33480,0.070332481,Positive,0,,,,,,,,2020,,,,,
chevrolet suburban,33644,-0.352102912,Negative,chevrolet suburban,The Tax Collector,2018 chevrolet suburban,4,chevrolet suburban,87,"$1,044,212 ",RLJE Films,2020,1,9,10,87,4
chevrolet tahoe,88237,-0.127998103,Negative,chevrolet tahoe,Richard Jewell,1995 chevrolet tahoe,3,chevrolet tahoe,54,"$4,523,325 ",Warner Bros.,2020,1,6,7,54,3
chevrolet traverse,125546,-0.146653798,Negative,0,,,,,,,,2020,,,,,
chevrolet trax,106299,-0.090038265,Negative,0,,,,,,,,2020,,,,,
chevrolet volt,68,-0.986153533,Negative,chevrolet volt,The Tax Collector,2016 chevrolet volt,1,chevrolet volt,87,"$1,044,212 ",RLJE Films,2020,0,2,2,87,1
chrysler 200,9,-0.8125,Negative,chrysler 200,Sonic the Hedgehog,2011 chrysler 200 convertible,1,chrysler 200,3,"$146,066,470 ",Paramount Pictures,2020,0,1,1,3,1
chrysler 300,16473,-0.436126515,Negative,chrysler 300,The War with Grandpa,chrysler 300,3,chrysler 300,27,"$18,702,194 ",101 Studios,2020,1,5,6,27,3
chrysler pacifica,84113,-0.139121446,Negative,chrysler pacifica,Bad Boys for Life,2017 chrysler pacifica,1,chrysler pacifica,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
dodge challenger,52955,-0.13184255,Negative,dodge challenger,Bad Boys for Life,2015 dodge challenger,2,dodge challenger,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,2,2,1,2
dodge charger,77426,-0.201266815,Negative,dodge charger,Honest Thief,2015 dodge charger,4,dodge charger,32,"$14,163,574 ",Open Road Films (II),2020,3,5,8,32,4
dodge dart,5,-0.6875,Negative,dodge dart,Ford v Ferrari,1962 dodge dart 330,1,dodge dart,39,"$10,427,913 ",Twentieth Century Fox,2020,0,2,2,39,1
dodge durango,57828,-0.144530903,Negative,dodge durango,Unhinged,2002 dodge durango,2,dodge durango,25,"$20,831,465 ",Solstice Studios,2020,0,2,2,25,2
dodge grand caravan,38765,-0.683932881,Negative,dodge grand caravan,The Tax Collector,2008 dodge grand caravan,3,dodge grand caravan,87,"$1,044,212 ",RLJE Films,2020,1,3,4,87,3
dodge journey,40341,-0.45986584,Negative,dodge journey,Sonic the Hedgehog,2009 dodge journey,1,dodge journey,3,"$146,066,470 ",Paramount Pictures,2020,0,3,3,3,1
dodge viper,6,inf,Positive,0,,,,,,,,2020,,,,,
fiat 124 spider,1711,-0.353363568,Negative,0,,,,,,,,2020,,,,,
fiat 500,674,-0.793694521,Negative,fiat 500,Bad Boys for Life,2012 fiat 500,1,fiat 500,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
fiat 500l,475,-0.384715026,Negative,fiat 500,,,,,,,,2020,,,,,
fiat 500x,1444,-0.426756649,Negative,fiat 500,,,,,,,,2020,,,,,
ford e-series,37001,-0.178905088,Negative,ford e-series,Bad Boys for Life,2008 ford e-350,3,ford e-,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,2,6,8,1,3
ford ecosport,60544,-0.000907606,Negative,0,,,,,,,,2020,,,,,
ford edge,108886,-0.213898956,Negative,ford edge,Bad Boys for Life,2015 ford edge,1,ford edge,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
ford escape,178495,-0.260544271,Negative,ford escape,Bad Boys for Life,2017 ford escape,1,ford escape,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,5,5,1,1
ford expedition,77838,-0.099336982,Negative,ford expedition,Bad Boys for Life,2007 ford expedition gen.3,1,ford expedition,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
ford explorer,226215,0.209311401,Positive,ford explorer,Bad Boys for Life,2011 ford explorer,1,ford explorer,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,5,5,1,1
ford f-series,787372,-0.121752186,Negative,ford f-series,Unhinged,2002 ford f-250 super duty,4,ford f-,25,"$20,831,465 ",Solstice Studios,2020,4,27,31,25,4
ford fiesta,3354,-0.944237547,Negative,ford fiesta,Unhinged,2014 ford fiesta mkvi,1,ford fiesta,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,1
ford flex,4849,-0.801960384,Negative,0,,,,,,,,2020,,,,,
ford fusion,110665,-0.333524045,Negative,ford fusion,Bad Boys for Life,2019 ford fusion,1,ford fusion,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,8,8,1,1
ford gt,125,-0.820916905,Negative,ford gt,Ford v Ferrari,1964 ford gt 40 prototype replica mki,3,ford gt,39,"$10,427,913 ",Twentieth Century Fox,2020,1,1,2,39,3
ford mustang,61090,-0.157251445,Negative,ford mustang,My Hero Academia: Heroes Rising,2005 ford mustang,3,ford mustang,33,"$13,651,826 ",FUNimation Entertainment,2020,1,21,22,33,3
ford ranger,101485,0.133011801,Positive,ford ranger,Unhinged,1993 ford ranger,2,ford ranger,25,"$20,831,465 ",Solstice Studios,2020,0,2,2,25,2
ford transit,131557,-0.144995353,Negative,ford transit,The Gentlemen,2003 ford transit mkiv,3,ford transit,16,"$36,471,397 ",STX Entertainment,2020,1,7,8,16,3
ford transit connect,34596,-0.168305407,Negative,ford transit connect,Uncut Gems,2010 ford transit connect,1,ford transit connect,21,"$25,789,956 ",A24,2020,0,2,2,21,1
gmc acadia,72538,-0.270461631,Negative,gmc acadia,Unhinged,2017 gmc acadia,1,gmc acadia,25,"$20,831,465 ",Solstice Studios,2020,0,2,2,25,1
gmc canyon,25191,-0.23259002,Negative,0,,,,,,,,2020,,,,,
gmc savana,15108,-0.376398233,Negative,0,,,,,,,,2020,,,,,
gmc sierra,253014,0.089051975,Positive,gmc sierra,Bad Boys for Life,2016 gmc sierra denali,1,gmc sierra,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
gmc terrain,86020,-0.152261752,Negative,gmc terrain,Unhinged,2016 gmc terrain,1,gmc terrain,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,1
gmc yukon,63442,-0.150391043,Negative,0,,,,,,,,2020,,,,,
genesis g70,9436,-0.207258674,Negative,0,,,,,,,,2020,,,,,
genesis g80,3359,-0.526568006,Negative,0,,,,,,,,2020,,,,,
genesis g90,2072,-0.074586869,Negative,0,,,,,,,,2020,,,,,
honda accord,199458,-0.254549328,Negative,honda accord,Queen & Slim,1998 honda accord,4,honda accord,62,"$3,089,365 ",Universal Pictures,2020,1,10,11,62,4
honda cr-v,323502,-0.157915287,Negative,honda cr-v,Sonic the Hedgehog,1997 honda cr-v,1,honda cr-v,3,"$146,066,470 ",Paramount Pictures,2020,0,6,6,3,1
honda cr-z,552,inf,Positive,0,,,,,,,,2020,,,,,
honda civic,261225,-0.197835099,Negative,honda civic,Sonic the Hedgehog,honda civic,1,honda civic,3,"$146,066,470 ",Paramount Pictures,2020,0,7,7,3,1
honda clarity fcv,3664,-0.68560151,Negative,0,,,,,,,,2020,,,,,
honda fit,32488,-0.082622692,Negative,honda fit,Sonic the Hedgehog,2009 honda fit,1,honda fit,3,"$146,066,470 ",Paramount Pictures,2020,0,3,3,3,1
honda hr-v,84027,-0.152133113,Negative,honda hr-v,Unhinged,2016 honda hr-v,1,honda hr-v,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,1
honda insight,15932,-0.327366377,Negative,0,,,,,,,,2020,,,,,
honda odyssey,83409,-0.158445411,Negative,honda odyssey,Birds of Prey,2002 honda odyssey,3,honda odyssey,6,"$84,158,461 ",Warner Bros.,2020,1,1,2,6,3
honda passport,39567,0.090450599,Positive,0,,,,,,,,2020,,,,,
honda pilot,123813,-0.082921012,Negative,honda pilot,Honest Thief,2006 honda pilot,1,honda pilot,32,"$14,163,574 ",Open Road Films (II),2020,0,1,1,32,1
honda ridgeline,32168,-0.0349793,Negative,0,,,,,,,,2020,,,,,
hyundai accent,15975,-0.376658342,Negative,hyundai accent,Knives Out,2007 hyundai accent,3,hyundai accent,12,"$49,651,655 ",Lionsgate,2020,2,2,4,12,3
hyundai elantra,105475,-0.397609284,Negative,hyundai elantra,The Tax Collector,2011 hyundai elantra,2,hyundai elantra,87,"$1,044,212 ",RLJE Films,2020,0,7,7,87,2
hyundai ioniq,13570,-0.306733422,Negative,0,,,,,,,,2020,,,,,
hyundai kona,76253,0.039917628,Positive,0,,,,,,,,2020,,,,,
hyundai nexo,208,-0.220973783,Negative,0,,,,,,,,2020,,,,,
hyundai palisade,81905,1.850257517,Positive,0,,,,,,,,2020,,,,,
hyundai santa fe,101513,-0.203025759,Negative,0,,,,,,,,2020,,,,,
hyundai sonata,76997,-0.119692223,Negative,hyundai sonata,Unhinged,2016 hyundai sonata hybrid,2,hyundai sonata,25,"$20,831,465 ",Solstice Studios,2020,0,4,4,25,2
hyundai tucson,123657,-0.099897366,Negative,0,,,,,,,,2020,,,,,
hyundai veloster,6785,-0.471943342,Negative,hyundai veloster,Unhinged,2019 hyundai veloster,2,hyundai veloster,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,2
hyundai venue,17587,15.32961931,Positive,0,,,,,,,,2020,,,,,
infiniti q50,16533,-0.363797283,Negative,0,,,,,,,,2020,,,,,
infiniti q60,2793,-0.446162998,Negative,0,,,,,,,,2020,,,,,
infiniti q70/m,139,-0.945532915,Negative,0,,,,,,,,2020,,,,,
infiniti qx30,149,-0.953855683,Negative,0,,,,,,,,2020,,,,,
infiniti ex/qx50,20885,0.121884401,Positive,0,,,,,,,,2020,,,,,
infiniti qx80/qx56,16125,-0.156333386,Negative,0,,,,,,,,2020,,,,,
jaguar e-pace,3696,-0.227101631,Negative,0,,,,,,,,2020,,,,,
jaguar f-pace,10891,-0.296946614,Negative,0,,,,,,,,2020,,,,,
jaguar f-type,1701,-0.253620009,Negative,0,,,,,,,,2020,,,,,
jaguar i-pace,1946,-0.249807247,Negative,0,,,,,,,,2020,,,,,
jaguar xe,1686,-0.525204168,Negative,0,,,,,,,,2020,,,,,
jaguar xf,748,-0.394822006,Negative,0,,,,,,,,2020,,,,,
jaguar xj,1118,inf,Positive,jaguar xj,Birds of Prey,1987 jaguar xj-s [xj27],4,jaguar xj,6,"$84,158,461 ",Warner Bros.,2020,1,5,6,6,4
jeep cherokee,135854,-0.290197861,Negative,jeep cherokee,Jumanji: The Next Level,1997 jeep cherokee,2,jeep cherokee,4,"$124,736,710 ",Sony Pictures Entertainment (SPE),2020,0,3,3,4,2
jeep compass,107968,-0.249873205,Negative,jeep compass,Bad Boys for Life,2017 jeep compass,1,jeep compass,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,1,1,1,1
jeep gladiator,77541,0.936685149,Positive,0,,,,,,,,2020,,,,,
jeep grand cherokee,209786,-0.136572978,Negative,jeep grand cherokee,Bad Boys for Life,2014 jeep grand cherokee srt,3,jeep grand cherokee,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,1,5,6,1,3
jeep renegade,62847,-0.182595011,Negative,jeep renegade,Honest Thief,2015 jeep renegade,1,jeep renegade,32,"$14,163,574 ",Open Road Films (II),2020,0,1,1,32,1
jeep wrangler,201310,-0.11722402,Negative,jeep wrangler,Honest Thief,jeep wrangler unlimited,3,jeep wrangler,32,"$14,163,574 ",Open Road Films (II),2020,2,6,8,32,3
kia cadenza,1265,-0.197844008,Negative,0,,,,,,,,2020,,,,,
kia forte,84997,-0.111681281,Negative,kia forte,Bad Boys for Life,2017 kia forte,1,kia forte,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
kia k900,305,-0.221938776,Negative,0,,,,,,,,2020,,,,,
kia niro,17434,-0.28610622,Negative,0,,,,,,,,2020,,,,,
kia optima,48484,-0.495221239,Negative,kia optima,Bad Boys for Life,2016 kia optima,1,kia optima,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,3,3,1,1
kia rio,23927,-0.023746379,Negative,0,,,,,,,,2020,,,,,
kia sedona,13190,-0.167455659,Negative,0,,,,,,,,2020,,,,,
kia sorento,74677,-0.226393594,Negative,kia sorento,Birds of Prey,2016 kia sorento,1,kia sorento,6,"$84,158,461 ",Warner Bros.,2020,0,4,4,6,1
kia soul,71772,-0.266240007,Negative,kia soul,Bad Boys for Life,2014 kia soul,1,kia soul,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,2,2,1,1
kia sportage,84343,-0.052080875,Negative,kia sportage,Tenet,2004 kia sportage,2,kia sportage,14,"$46,299,000 ",Warner Bros.,2020,0,4,4,14,2
kia stinger,12556,-0.095649669,Negative,kia stinger,Fatale,2018 kia stinger,2,kia stinger,68,"$2,388,133 ",Lionsgate,2020,0,1,1,68,2
kia telluride,75119,0.274672504,Positive,0,,,,,,,,2020,,,,,
land rover discovery / lr4,5811,-0.367269164,Negative,land rover discovery ,,,,,,,,2020,,,,,
land rover discovery sport,7760,-0.370997811,Negative,land rover discovery ,,,,,,,,2020,,,,,
land rover range rover,13982,-0.257500929,Negative,land rover range rover,The Gentlemen,2018 land-rover range rover series iv,3,land-rover range rover,16,"$36,471,397 ",STX Entertainment,2020,1,4,5,16,3
land rover range rover evoque,10510,-0.08838581,Negative,land rover range rover,,,,,,,,2020,,,,,
land rover range rover sport,20053,-0.221786712,Negative,land rover range rover sport,Bloodshot,2013 land-rover range rover sport,3,land-rover range rover sport,41,"$10,021,787 ",Sony Pictures Entertainment (SPE),2020,1,2,3,41,3
land rover range rover velar,12817,-0.249897583,Negative,land rover range rover velar,Parasite,2018 land-rover range rover velar,2,land-rover range rover velar,19,"$30,736,060 ",Neon,2020,0,2,2,19,2
lexus es/es350,43292,-0.156693159,Negative,lexus es/es350,Unhinged,2007 lexus es 350,1,lexus es,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,1
lexus gs,2560,-0.242155121,Negative,lexus gs,Fatale,2013 lexus gs,1,lexus gs,68,"$2,388,133 ",Lionsgate,2020,0,1,1,68,1
lexus gx/gx460,28519,0.099209867,Positive,0,,,,,,,,2020,,,,,
lexus is,13600,-0.08847185,Negative,lexus is,Birds of Prey,2011 lexus is,1,lexus is,6,"$84,158,461 ",Warner Bros.,2020,0,1,1,6,1
lexus lc,1293,0.060705496,Positive,0,,,,,,,,2020,,,,,
lexus lfa,3,0,Negative,0,,,,,,,,2020,,,,,
lexus ls,3650,-0.339725036,Negative,lexus ls,Uncut Gems,2001 lexus ls 430,1,lexus ls,21,"$25,789,956 ",A24,2020,0,1,1,21,1
lexus lx/lx570,4512,-0.043662569,Negative,lexus lx/lx570,The Rhythm Section,2016 lexus lx 570,1,lexus lx,50,"$5,437,971 ",Paramount Pictures,2020,0,1,1,50,1
lexus nx,55784,-0.049919101,Negative,lexus nx,Unhinged,2015 lexus nx,1,lexus nx,25,"$20,831,465 ",Solstice Studios,2020,0,1,1,25,1
lexus rc,3808,-0.170551078,Negative,0,,,,,,,,2020,,,,,
lexus rx,101059,-0.089853741,Negative,lexus rx,Bad Boys for Life,2016 lexus rx,1,lexus rx,1,"$204,417,855 ",Sony Pictures Entertainment (SPE),2020,0,6,6,1,1
lexus ux,16962,0.014291694,Positive,0,,,,,,,,2020,,,,,
lincoln aviator,23080,1.77270543,Positive,0,,,,,,,,2020,,,,,
lincoln continental,5256,-0.202064673,Negative,lincoln continental,A Beautiful Day in the Neighborhood,1998 lincoln continental,2,lincoln continental,52,"$4,997,062 ",Sony Pictures Entertainment (SPE),2020,0,5,5,52,2
lincoln mkc,26226,0.015881624,Positive,0,,,,,,,,2020,,,,,
lincoln mkt,329,-0.902892562,Negative,0,,,,,,,,2020,,,,,
lincoln mkx/nautilus,22743,-0.280512496,Negative,lincoln mkx/nautilus,Fatale,2016 lincoln mkx,2,lincoln mkx,68,"$2,388,133 ",Lionsgate,2020,0,1,1,68,2
lincoln mkz,12518,-0.293805709,Negative,0,,,,,,,,2020,,,,,
lincoln navigator,15253,-0.182407804,Negative,lincoln navigator,Bill & Ted Face the Music,2015 lincoln navigator l,2,lincoln navigator,60,"$3,498,714 ",United Artists Releasing,2020,0,2,2,60,2
mazda 3,30352,-0.401824954,Negative,mazda 3,The Invisible Man,2004 mazda 3,2,mazda 3,9,"$64,914,050 ",Universal Pictures,2020,0,4,4,9,2
mazda 6,16204,-0.247165954,Negative,0,,,,,,,,2020,,,,,
mazda cx-3,8335,-0.486413211,Negative,mazda cx-3,Sonic the Hedgehog,2016 mazda cx-3,1,mazda cx-3,3,"$146,066,470 ",Paramount Pictures,2020,0,2,2,3,1
mazda cx-30,38064,41.3403782,Positive,mazda cx-3,,,,,,,,2020,,,,,
mazda cx-5,146420,-0.052561423,Negative,mazda cx-5,Honest Thief,2016 mazda cx-5,1,mazda cx-5,32,"$14,163,574 ",Open Road Films (II),2020,0,1,1,32,1
mazda cx-9,27638,0.028926697,Positive,0,,,,,,,,2020,,,,,
mazda mx-5 miata,8807,0.135947375,Positive,0,,,,,,,,2020,,,,,
mercedes-benz a-class,15333,-0.038321626,Negative,mercedes-benz a-class,Tenet,2003 mercedes-benz actros [mp2],3,mercedes-benz a,14,"$46,299,000 ",Warner Bros.,2020,1,1,2,14,3
mercedes-benz amg gt,3303,-0.184041502,Negative,0,,,,,,,,2020,,,,,
mercedes-benz b-class,1,-0.875,Negative,0,,,,,,,,2020,,,,,
mercedes-benz c-class,25119,-0.486056266,Negative,mercedes-benz c-class,The Rhythm Section,2014 mercedes-benz c-klasse [w205],3,mercedes-benz c,50,"$5,437,971 ",Paramount Pictures,2020,1,4,5,50,3
mercedes-benz cla-class,11644,-0.118679988,Negative,mercedes-benz cla-class,Fatale,2014 mercedes-benz cla 250 [c117],1,mercedes-benz cla,68,"$2,388,133 ",Lionsgate,2020,0,1,1,68,1
mercedes-benz cls-class,1206,0.281615303,Positive,0,,,,,,,,2020,,,,,
mercedes-benz e-class,27102,-0.320036128,Negative,mercedes-benz e-class,The Gentlemen,2000 mercedes-benz e 200 [w210],2,mercedes-benz e,16,"$36,471,397 ",STX Entertainment,2020,0,8,8,16,2
mercedes-benz g-class,7723,0.267728168,Positive,mercedes-benz g-class,Wonder Woman 1984,1990 mercedes-benz g-klasse [w463],3,mercedes-benz g,29,"$16,700,000 ",Warner Bros.,2020,2,5,7,29,3
mercedes-benz gl-class/gls-class,22172,-0.019588769,Negative,0,,,,,,,,2020,,,,,
mercedes-benz gla-class,25348,0.178209538,Positive,0,,,,,,,,2020,,,,,
mercedes-benz glb,23185,18.7655584,Positive,0,,,,,,,,2020,,,,,
mercedes-benz glc-class,52626,-0.273512887,Negative,0,,,,,,,,2020,,,,,
mercedes-benz gle-class/m-class,48153,-0.010500575,Negative,mercedes-benz gle-class,,,,,,,,2020,,,,,
mercedes-benz metris/vito,12994,0.108892302,Positive,0,,,,,,,,2020,,,,,
mercedes-benz s-class,8589,-0.313044869,Negative,mercedes-benz s-class,Parasite,2018 mercedes-benz s-klasse [w222],4,mercedes-benz s,19,"$30,736,060 ",Neon,2020,3,3,6,19,4
