Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
chrysler town & country,577,-0.990232094,Negative,chrysler town & country,Kidnap,2011 chrysler town & country,4,chrysler town & country,84,"$30,971,040 ",Aviron Pictures,2017,2,4,6,84,4
dodge avenger,14,-0.688888889,Negative,dodge avenger,How to Be a Latin Lover,2008 dodge avenger,2,dodge avenger,80,"$32,149,404 ",Pantelion Films,2017,0,4,4,80,2
dodge challenger,64537,0.00161408,Positive,dodge challenger,The Fate of the Furious,2018 dodge challenger srt demon,3,dodge challenger,10,"$226,008,385 ",Universal Pictures,2017,2,5,7,10,3
dodge charger,88351,-0.074247933,Negative,dodge charger,The Fate of the Furious,1968 dodge charger,3,dodge charger,10,"$226,008,385 ",Universal Pictures,2017,4,10,14,10,3
dodge dart,10082,-0.767706557,Negative,dodge dart,Cars 3,1963 dodge dart,3,dodge dart,21,"$152,901,115 ",Walt Disney Studios Motion Pictures,2017,2,3,5,21,3
dodge durango,68761,0.004191372,Positive,dodge durango,Monster Trucks,2014 dodge durango,2,dodge durango,78,"$33,370,166 ",Paramount Pictures,2017,0,3,3,78,2
dodge grand caravan,125196,-0.019439528,Negative,dodge grand caravan,Jumanji: Welcome to the Jungle,1993 dodge grand caravan,1,dodge grand caravan,18,"$170,863,915 ",Sony Pictures Entertainment (SPE),2017,0,4,4,18,1
dodge journey,89470,-0.161944192,Negative,dodge journey,Baby Driver,2011 dodge journey,1,dodge journey,31,"$107,825,862 ",TriStar Pictures,2017,0,2,2,31,1
dodge viper,585,-0.071428571,Negative,0,,,,,,,,2017,,,,,
fiat 124 spider,4478,0.809292929,Positive,0,,,,,,,,2017,,,,,
fiat 500,12685,-0.178272981,Negative,fiat 500,Cars 3,1960 fiat 500,4,fiat 500,21,"$152,901,115 ",Walt Disney Studios Motion Pictures,2017,1,12,13,21,4
fiat 500l,1664,-0.466324567,Negative,fiat 500l,The Fate of the Furious,2014 fiat 500l,2,fiat 500l,10,"$226,008,385 ",Universal Pictures,2017,0,1,1,10,2
fiat 500x,7665,-0.345543033,Negative,fiat 500x,Logan,2016 fiat 500x,2,fiat 500x,9,"$226,277,068 ",Twentieth Century Fox,2017,0,2,2,9,2
ford c-max,18390,-0.072804275,Negative,0,,,,,,,,2017,,,,,
ford e-series,53304,-0.017347221,Negative,ford e-series,Going in Style,2014 ford e-350,3,ford e-,61,"$45,018,541 ",Warner Bros.,2017,1,13,14,61,3
ford edge,142603,0.059552115,Positive,ford edge,The Dark Tower,2011 ford edge,1,ford edge,54,"$50,701,325 ",Sony Pictures Entertainment (SPE),2017,0,3,3,54,1
ford escape,308296,0.003995845,Positive,ford escape,Baby Driver,2013 ford escape,2,ford escape,31,"$107,825,862 ",TriStar Pictures,2017,0,7,7,31,2
ford expedition,51883,-0.132898805,Negative,ford expedition,Patriots Day,2007 ford expedition gen.3,3,ford expedition,83,"$31,319,806 ",Lionsgate,2017,1,7,8,83,3
ford explorer,271131,0.091039689,Positive,ford explorer,The Hitman's Bodyguard,1995 ford explorer,3,ford explorer,41,"$75,468,583 ",Lionsgate,2017,4,17,21,41,3
ford explorer police interceptor ,33075,0.03960396,Positive,ford explorer,,,,,,,,2017,,,,,
ford f-series,896764,0.092550064,Positive,ford f-series,Power Rangers,2004 ford f-150,3,ford f-,39,"$85,364,450 ",Lionsgate,2017,4,44,48,39,3
ford fiesta,46249,-0.052410515,Negative,ford fiesta,The Fate of the Furious,2014 ford fiesta mkvi,1,ford fiesta,10,"$226,008,385 ",Universal Pictures,2017,0,3,3,10,1
ford flex,22389,-0.0123081,Negative,ford flex,Daddy's Home 2,2013 ford flex,4,ford flex,33,"$101,791,381 ",Paramount Pictures,2017,2,2,4,33,4
ford focus,158385,-0.061639088,Negative,ford focus,The Hitman's Bodyguard,2004 ford focus c-max mki,3,ford focus,41,"$75,468,583 ",Lionsgate,2017,2,13,15,41,3
ford fusion,209623,-0.211469305,Negative,ford fusion,Patriots Day,2010 ford fusion,4,ford fusion,83,"$31,319,806 ",Lionsgate,2017,2,7,9,83,4
ford mustang,81866,-0.227183476,Negative,ford mustang,Transformers: The Last Knight,2015 ford mustang,4,ford mustang,24,"$130,168,683 ",Paramount Pictures,2017,4,17,21,24,4
ford taurus,41236,-0.064900903,Negative,ford taurus,Spider-Man: Homecoming,1989 ford taurus,2,ford taurus,5,"$334,201,140 ",Sony Pictures Entertainment (SPE),2017,0,14,14,5,2
ford transit,127360,-0.110887716,Negative,ford transit,The Hitman's Bodyguard,1995 ford transit mkiii,1,ford transit,41,"$75,468,583 ",Lionsgate,2017,0,4,4,41,1
ford transit connect,34473,-0.202604552,Negative,ford transit,,,,,,,,2017,,,,,
gmc acadia,111276,0.25783917,Positive,0,,,,,,,,2017,,,,,
gmc canyon,32106,-0.142674037,Negative,0,,,,,,,,2017,,,,,
gmc savana,29679,0.440238754,Positive,gmc savana,La La Land,1996 gmc savana,1,gmc savana,27,"$120,121,532 ",Lionsgate,2017,0,2,2,27,1
gmc sierra,217943,-0.016857633,Negative,gmc sierra,Power Rangers,2003 gmc sierra,1,gmc sierra,39,"$85,364,450 ",Lionsgate,2017,0,3,3,39,1
gmc terrain,85441,-0.028251351,Negative,gmc terrain,Logan Lucky,2010 gmc terrain,1,gmc terrain,91,"$27,780,977 ",Bleecker Street Media,2017,0,1,1,91,1
gmc yukon,49183,-0.079779969,Negative,gmc yukon,Baby Driver,2007 gmc yukon,3,gmc yukon,31,"$107,825,862 ",TriStar Pictures,2017,1,3,4,31,3
gmc yukon xl,35059,-0.053840341,Negative,gmc yukon xl,Logan,2015 gmc yukon xl denali,1,gmc yukon xl,9,"$226,277,068 ",Twentieth Century Fox,2017,0,1,1,9,1
genesis g80,16196,1.626662342,Positive,0,,,,,,,,2017,,,,,
genesis g90,4398,4.624040921,Positive,0,,,,,,,,2017,,,,,
honda accord,322655,-0.065377652,Negative,honda accord,La La Land,1994 honda accord,2,honda accord,27,"$120,121,532 ",Lionsgate,2017,0,21,21,27,2
honda cr-v,377895,0.057537045,Positive,honda cr-v,Spider-Man: Homecoming,honda cr-v,1,honda cr-v,5,"$334,201,140 ",Sony Pictures Entertainment (SPE),2017,0,8,8,5,1
honda cr-z,705,-0.698460222,Negative,0,,,,,,,,2017,,,,,
honda civic,377286,0.028231774,Positive,honda civic,Patriots Day,1996 honda civic,3,honda civic,83,"$31,319,806 ",Lionsgate,2017,1,17,18,83,3
honda clarity fcv,2455,305.875,Positive,0,,,,,,,,2017,,,,,
honda crosstour,5,-0.993112948,Negative,0,,,,,,,,2017,,,,,
honda fit,49454,-0.126717288,Negative,honda fit,Fist Fight,2007 honda fit,4,honda fit,79,"$32,187,017 ",Warner Bros.,2017,1,1,2,79,4
honda hr-v,94034,0.146183006,Positive,0,,,,,,,,2017,,,,,
honda insight,3,-0.955223881,Negative,0,,,,,,,,2017,,,,,
honda odyssey,100307,-0.169960115,Negative,honda odyssey,The Fate of the Furious,2007 honda odyssey,2,honda odyssey,10,"$226,008,385 ",Universal Pictures,2017,0,6,6,10,2
honda pilot,127279,0.053878382,Positive,honda pilot,Baby Driver,2009 honda pilot,1,honda pilot,31,"$107,825,862 ",TriStar Pictures,2017,0,1,1,31,1
honda ridgeline,34749,0.468246926,Positive,0,,,,,,,,2017,,,,,
hyundai accent,58955,-0.260900634,Negative,hyundai accent,Transformers: The Last Knight,2003 hyundai accent,1,hyundai accent,24,"$130,168,683 ",Paramount Pictures,2017,0,5,5,24,1
hyundai azera,3060,-0.380817483,Negative,0,,,,,,,,2017,,,,,
hyundai elantra,198210,-0.048526539,Negative,hyundai elantra,The Fate of the Furious,2010 hyundai elantra,1,hyundai elantra,10,"$226,008,385 ",Universal Pictures,2017,0,12,12,10,1
hyundai equus,20,-0.985304923,Negative,0,,,,,,,,2017,,,,,
hyundai genesis,1152,-0.950408954,Negative,0,,,,,,,,2017,,,,,
hyundai santa fe,133171,0.014582079,Positive,hyundai santa fe,Spider-Man: Homecoming,2001 hyundai santa fe,1,hyundai santa fe,5,"$334,201,140 ",Sony Pictures Entertainment (SPE),2017,0,2,2,5,1
hyundai sonata,131803,-0.339055041,Negative,hyundai sonata,Daddy's Home 2,2011 hyundai sonata,1,hyundai sonata,33,"$101,791,381 ",Paramount Pictures,2017,0,9,9,33,1
hyundai tucson,114735,0.27891164,Positive,hyundai tucson,Patriots Day,2016 hyundai tucson,1,hyundai tucson,83,"$31,319,806 ",Lionsgate,2017,0,3,3,83,1
hyundai veloster,12658,-0.578810768,Negative,hyundai veloster,The Dark Tower,2012 hyundai veloster,1,hyundai veloster,54,"$50,701,325 ",Sony Pictures Entertainment (SPE),2017,0,1,1,54,1
infiniti q50,40739,-0.074260913,Negative,0,,,,,,,,2017,,,,,
infiniti q60,10751,1.708060453,Positive,0,,,,,,,,2017,,,,,
infiniti q70/m,5772,-0.017029973,Negative,0,,,,,,,,2017,,,,,
infiniti qx30,14093,5.238601151,Positive,0,,,,,,,,2017,,,,,
infiniti ex/qx50,16857,-0.006834384,Negative,0,,,,,,,,2017,,,,,
infiniti qx70/fx,6878,0.098546558,Positive,0,,,,,,,,2017,,,,,
infiniti qx80/qx56,17881,0.069309891,Positive,0,,,,,,,,2017,,,,,
jaguar f-pace,18946,0.891573482,Positive,jaguar f-pace,Kingsman: The Golden Circle,2016 jaguar f-pace s [x761],3,jaguar f-pace,35,"$100,225,686 ",Twentieth Century Fox,2017,1,0,1,35,3
jaguar f-type,4108,0.009584665,Positive,jaguar f-type,The Fate of the Furious,2016 jaguar f-type coupé [x152],3,jaguar f-type,10,"$226,008,385 ",Universal Pictures,2017,1,0,1,10,3
jaguar xe,9278,0.393930288,Positive,jaguar xe,Kingsman: The Golden Circle,2016 jaguar xe [x760],1,jaguar xe,35,"$100,225,686 ",Twentieth Century Fox,2017,0,1,1,35,1
jaguar xf,4541,-0.31867967,Negative,jaguar xf,The Hitman's Bodyguard,2016 jaguar xf [x260],2,jaguar xf,41,"$75,468,583 ",Lionsgate,2017,0,1,1,41,2
jaguar xj,2721,-0.29029734,Negative,jaguar xj,Spider-Man: Homecoming,1979 jaguar xj6 [series iii],3,jaguar xj,5,"$334,201,140 ",Sony Pictures Entertainment (SPE),2017,3,3,6,5,3
jeep cherokee,169882,-0.149467297,Negative,jeep cherokee,Logan,jeep cherokee,3,jeep cherokee,9,"$226,277,068 ",Twentieth Century Fox,2017,2,6,8,9,3
jeep compass,83253,-0.114904158,Negative,0,,,,,,,,2017,,,,,
jeep grand cherokee,240696,0.133898329,Positive,jeep grand cherokee,Jigsaw,2014 jeep grand cherokee,3,jeep grand cherokee,72,"$38,052,832 ",Lionsgate,2017,1,12,13,72,3
jeep patriot,10735,-0.911954792,Negative,jeep patriot,The Fate of the Furious,2007 jeep patriot,2,jeep patriot,10,"$226,008,385 ",Universal Pictures,2017,0,4,4,10,2
jeep renegade,103434,-0.029754423,Negative,jeep renegade,Baby Driver,2015 jeep renegade,1,jeep renegade,31,"$107,825,862 ",TriStar Pictures,2017,0,1,1,31,1
jeep wrangler,190522,-0.006528518,Negative,jeep wrangler,Baywatch,2013 jeep wrangler,3,jeep wrangler,48,"$58,060,186 ",Paramount Pictures,2017,2,7,9,48,3
kia cadenza,7249,0.529970452,Positive,0,,,,,,,,2017,,,,,
kia forte,117596,0.138481199,Positive,0,,,,,,,,2017,,,,,
kia k900,455,-0.454436451,Negative,0,,,,,,,,2017,,,,,
kia optima,107493,-0.134537813,Negative,kia optima,Split,2011 kia optima,2,kia optima,23,"$138,291,365 ",Universal Pictures,2017,0,4,4,23,2
kia rio,16760,-0.416027875,Negative,kia rio,Justice League,2001 kia rio,1,kia rio,11,"$225,546,295 ",Warner Bros.,2017,0,4,4,11,1
kia sedona,23815,-0.461978131,Negative,0,,,,,,,,2017,,,,,
kia sorento,99684,-0.131165401,Negative,kia sorento,Justice League,2015 kia sorento,1,kia sorento,11,"$225,546,295 ",Warner Bros.,2017,0,1,1,11,1
kia soul,115712,-0.206190659,Negative,kia soul,Snatched,2016 kia soul,3,kia soul,58,"$45,852,178 ",Twentieth Century Fox,2017,1,3,4,58,3
kia sportage,72824,-0.101670244,Negative,kia sportage,Spider-Man: Homecoming,kia sportage,1,kia sportage,5,"$334,201,140 ",Sony Pictures Entertainment (SPE),2017,0,4,4,5,1
land rover discovery / lr4,6398,-0.406052729,Negative,land rover discovery ,,,,,,,,2017,,,,,
land rover discovery sport,14187,-0.003931756,Negative,land rover discovery ,,,,,,,,2017,,,,,
land rover range rover,16869,0.044196843,Positive,land rover range rover,The Fate of the Furious,1995 land-rover range rover series ii,2,land-rover range rover,10,"$226,008,385 ",Universal Pictures,2017,0,10,10,10,2
land rover range rover evoque,11979,0.081527627,Positive,land rover range rover evoque,Patriots Day,2012 land-rover range rover evoque,1,land-rover range rover evoque,83,"$31,319,806 ",Lionsgate,2017,0,1,1,83,1
land rover range rover sport,19153,-0.113779382,Negative,land rover range rover sport,John Wick: Chapter 2,2014 land-rover range rover sport,3,land-rover range rover sport,36,"$92,029,184 ",Lionsgate,2017,1,2,3,36,3
lexus ct,4690,-0.473211277,Negative,lexus ct,La La Land,2014 lexus ct 200h,2,lexus ct,27,"$120,121,532 ",Lionsgate,2017,0,1,1,27,2
lexus es/es350,51398,-0.118372528,Negative,lexus es/es350,Spider-Man: Homecoming,2000 lexus es 300,2,lexus es,5,"$334,201,140 ",Sony Pictures Entertainment (SPE),2017,0,4,4,5,2
lexus gs,7773,-0.477550746,Negative,lexus gs,Baby Driver,2001 lexus gs,1,lexus gs,31,"$107,825,862 ",TriStar Pictures,2017,0,3,3,31,1
lexus gx/gx460,27190,0.0811993,Positive,lexus gx/gx460,Baby Driver,2003 lexus gx 470,1,lexus gx,31,"$107,825,862 ",TriStar Pictures,2017,0,1,1,31,1
lexus is,26482,-0.289817372,Negative,lexus is,Transformers: The Last Knight,2000 lexus is 200,2,lexus is,24,"$130,168,683 ",Paramount Pictures,2017,0,5,5,24,2
lexus lfa,3,-0.5,Negative,lexus lfa,The Fate of the Furious,2011 lexus lfa,1,lexus lfa,10,"$226,008,385 ",Universal Pictures,2017,0,1,1,10,1
lexus ls,4094,-0.257526297,Negative,lexus ls,All Eyez on Me,1993 lexus ls 400,2,lexus ls,62,"$44,922,302 ",Lionsgate,2017,0,1,1,62,2
lexus lx/lx570,6004,0.052041353,Positive,0,,,,,,,,2017,,,,,
lexus nx,59341,0.081207638,Positive,lexus nx,The Foreigner,2015 lexus nx 300h,1,lexus nx,74,"$34,393,507 ",STX Entertainment,2017,0,1,1,74,1
lexus rc,7363,-0.340528437,Negative,0,,,,,,,,2017,,,,,
lexus rx,108307,-0.010307488,Negative,lexus rx,Transformers: The Last Knight,2016 lexus rx 450h,3,lexus rx,24,"$130,168,683 ",Paramount Pictures,2017,1,4,5,24,3
lincoln continental,12012,1.283216119,Positive,lincoln continental,The Boss Baby,lincoln continental stretched limousine,3,lincoln continental,16,"$175,003,033 ",Twentieth Century Fox,2017,2,4,6,16,3
lincoln mkc,27048,0.058133166,Positive,lincoln mkc,Get Out,2015 lincoln mkc,3,lincoln mkc,15,"$175,686,870 ",Universal Pictures,2017,1,0,1,15,3
lincoln mks,153,-0.969097152,Negative,0,,,,,,,,2017,,,,,
lincoln mkt,3005,-0.253972195,Negative,lincoln mkt,Lady Bird,2010 lincoln mkt,1,lincoln mkt,81,"$31,432,462 ",A24,2017,0,1,1,81,1
lincoln mkx/nautilus,31031,0.002066716,Positive,lincoln mkx/nautilus,Wonder,2007 lincoln mkx,1,lincoln mkx,26,"$121,559,294 ",Lionsgate,2017,0,2,2,26,1
lincoln mkz,27387,-0.103065435,Negative,lincoln mkz,Justice League,2017 lincoln mkz hybrid,1,lincoln mkz,11,"$225,546,295 ",Warner Bros.,2017,0,1,1,11,1
lincoln navigator,10523,0.009787928,Positive,lincoln navigator,Power Rangers,2015 lincoln navigator,2,lincoln navigator,39,"$85,364,450 ",Lionsgate,2017,0,2,2,39,2
maserati ghibli,5531,-0.220985915,Negative,0,,,,,,,,2017,,,,,
