Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
bmw x1,27812,0.928710125,Positive,bmw x1,Jason Bourne,2013 bmw x1 [e84],1,bmw x1,15,"$162,434,410 ",Universal Pictures,2016,0,2,2,15,1
bmw x3,44196,0.384412981,Positive,bmw x3,Ghostbusters,2015 bmw x3 [f25],1,bmw x3,21,"$128,350,574 ",Sony Pictures Entertainment (SPE),2016,0,1,1,21,1
bmw x4,4989,-0.223985068,Negative,0,,,,,,,,2016,,,,,
bmw x5,47641,-0.13375275,Negative,bmw x5,London Has Fallen,2000 bmw x5 [e53],3,bmw x5,51,"$62,524,260 ",Focus Features,2016,1,3,4,51,3
bmw x6,7117,-0.099797622,Negative,bmw x6,Captain America: Civil War,2008 bmw x6 [e71],2,bmw x6,3,"$408,084,349 ",Walt Disney Studios Motion Pictures,2016,0,2,2,3,2
bmw z4,1187,-0.351011482,Negative,0,,,,,,,,2016,,,,,
bmw i3,7625,-0.308327286,Negative,0,,,,,,,,2016,,,,,
bmw i8,1594,-0.296247241,Negative,bmw i8,Alvin and the Chipmunks: The Road Chip,2015 bmw i8 [i12],2,bmw i8,90,"$30,311,560 ",Twentieth Century Fox,2016,0,1,1,90,2
bentley continental gt,1144,-0.327454439,Negative,bentley continental gt,The Secret Life of Pets,2012 bentley continental gtc,1,bentley continental gt,4,"$368,384,330 ",Universal Pictures,2016,0,2,2,4,1
bentley flying spur,400,-0.494310999,Negative,bentley flying spur,Now You See Me 2,2014 bentley flying spur,1,bentley flying spur,47,"$65,075,540 ",Lionsgate,2016,0,1,1,47,1
bentley mulsanne,153,-0.211340206,Negative,0,,,,,,,,2016,,,,,
buick enclave,52028,-0.161933603,Negative,0,,,,,,,,2016,,,,,
buick encore,78565,0.163081615,Positive,0,,,,,,,,2016,,,,,
buick lacrosse,27582,-0.343832521,Negative,buick lacrosse,Central Intelligence,2014 buick lacrosse,1,buick lacrosse,22,"$127,440,871 ",Warner Bros.,2016,0,4,4,22,1
buick regal,19833,0.016868335,Positive,buick regal,Ride Along 2,2011 buick regal,1,buick regal,32,"$91,221,830 ",Universal Pictures,2016,0,3,3,32,1
buick verano,30277,-0.050461017,Negative,0,,,,,,,,2016,,,,,
cadillac ats,21505,-0.1997544,Negative,0,,,,,,,,2016,,,,,
cadillac cts,15911,-0.183423146,Negative,cadillac cts,The Purge: Election Year,2003 cadillac cts,2,cadillac cts,38,"$79,213,375 ",Universal Pictures,2016,0,1,1,38,2
cadillac elr,534,-0.478515625,Negative,0,,,,,,,,2016,,,,,
cadillac escalade,39092,0.088216463,Positive,cadillac escalade,Money Monster,2015 cadillac escalade,3,cadillac escalade,72,"$41,012,075 ",TriStar Pictures,2016,2,9,11,72,3
cadillac srx,22139,-0.678445897,Negative,cadillac srx,The Purge: Election Year,2013 cadillac srx,1,cadillac srx,38,"$79,213,375 ",Universal Pictures,2016,0,2,2,38,1
cadillac xts,22171,-0.04071478,Negative,cadillac xts,Jason Bourne,2013 cadillac xts stretched limousine,1,cadillac xts,15,"$162,434,410 ",Universal Pictures,2016,0,2,2,15,1
chevrolet camaro,72705,-0.061895177,Negative,chevrolet camaro,Don't Breathe,1978 chevrolet camaro,3,chevrolet camaro,33,"$89,217,875 ",Screen Gems,2016,2,4,6,33,3
chevrolet caprice ppv,1021,-0.446612466,Negative,0,,,,,,,,2016,,,,,
chevrolet captiva sport,2,-0.963636364,Negative,0,,,,,,,,2016,,,,,
chevrolet city express,7019,-0.317417096,Negative,0,,,,,,,,2016,,,,,
chevrolet colorado,108725,0.287753168,Positive,0,,,,,,,,2016,,,,,
chevrolet corvette,29995,-0.100033004,Negative,chevrolet corvette,The Nice Guys,1978 chevrolet corvette c3,2,chevrolet corvette,79,"$36,261,763 ",Warner Bros.,2016,0,4,4,79,2
chevrolet cruze,188876,-0.166485733,Negative,chevrolet cruze,Suicide Squad,2011 chevrolet cruze,1,chevrolet cruze,9,"$325,100,054 ",Warner Bros.,2016,0,6,6,9,1
chevrolet equinox,242195,-0.127505052,Negative,chevrolet equinox,Deadpool,2010 chevrolet equinox,1,chevrolet equinox,6,"$363,070,709 ",Twentieth Century Fox,2016,0,3,3,6,1
chevrolet express,68007,0.072970244,Positive,chevrolet express,Manchester by the Sea,2001 chevrolet express,2,chevrolet express,96,"$27,055,039 ",Roadside Attractions,2016,0,3,3,96,2
chevrolet impala,97006,-0.169646908,Negative,chevrolet impala,Jason Bourne,2006 chevrolet impala,2,chevrolet impala,15,"$162,434,410 ",Universal Pictures,2016,0,24,24,15,2
chevrolet malibu,227881,0.169496136,Positive,chevrolet malibu,Sisters,2013 chevrolet malibu,3,chevrolet malibu,76,"$37,921,265 ",Universal Pictures,2016,1,9,10,76,3
chevrolet ss,3013,0.040759931,Positive,0,,,,,,,,2016,,,,,
chevrolet silverado,574876,-0.042741248,Negative,chevrolet silverado,Ride Along 2,2014 chevrolet silverado,3,chevrolet silverado,32,"$91,221,830 ",Universal Pictures,2016,1,7,8,32,3
chevrolet sonic,55255,-0.146970282,Negative,chevrolet sonic,Deadpool,2012 chevrolet sonic,1,chevrolet sonic,6,"$363,070,709 ",Twentieth Century Fox,2016,0,1,1,6,1
chevrolet spark,35511,0.080905853,Positive,chevrolet spark,Ride Along 2,2013 chevrolet spark,1,chevrolet spark,32,"$91,221,830 ",Universal Pictures,2016,0,1,1,32,1
chevrolet suburban,60082,0.181181929,Positive,chevrolet suburban,Deadpool,2007 chevrolet suburban,3,chevrolet suburban,6,"$363,070,709 ",Twentieth Century Fox,2016,3,12,15,6,3
chevrolet tahoe,103306,0.169387154,Positive,chevrolet tahoe,Ride Along 2,2007 chevrolet tahoe,3,chevrolet tahoe,32,"$91,221,830 ",Universal Pictures,2016,1,16,17,32,3
chevrolet traverse,116701,-0.027045729,Negative,0,,,,,,,,2016,,,,,
chevrolet trax,79016,0.253625258,Positive,0,,,,,,,,2016,,,,,
chevrolet volt,24739,0.607159098,Positive,0,,,,,,,,2016,,,,,
chrysler 200,57294,-0.67792275,Negative,chrysler 200,Jack Reacher: Never Go Back,2015 chrysler 200,3,chrysler 200,55,"$58,546,937 ",Paramount Pictures,2016,2,9,11,55,3
chrysler 300,53241,0.002485454,Positive,chrysler 300,Ride Along 2,2011 chrysler 300,3,chrysler 300,32,"$91,221,830 ",Universal Pictures,2016,1,8,9,32,3
chrysler town & country,59071,-0.3705673,Negative,chrysler town & country,Daddy's Home,2011 chrysler town & country,2,chrysler town & country,36,"$85,672,859 ",Paramount Pictures,2016,0,8,8,36,2
dodge avenger,45,-0.964511041,Negative,0,,,,,,,,2016,,,,,
dodge challenger,64433,-0.029111731,Negative,dodge challenger,Bad Moms,1970 dodge challenger,4,dodge challenger,25,"$113,257,297 ",STX Entertainment,2016,3,2,5,25,4
dodge charger,95437,0.007516495,Positive,dodge charger,Batman v Superman: Dawn of Justice,2015 dodge charger,3,dodge charger,8,"$330,360,194 ",Warner Bros.,2016,3,22,25,8,3
dodge dart,43402,-0.503364152,Negative,dodge dart,Why Him?,2013 dodge dart,3,dodge dart,88,"$30,633,916 ",Twentieth Century Fox,2016,1,3,4,88,3
dodge durango,68474,0.066805846,Positive,dodge durango,Batman v Superman: Dawn of Justice,2014 dodge durango,3,dodge durango,8,"$330,360,194 ",Warner Bros.,2016,2,5,7,8,3
dodge grand caravan,127678,0.31435748,Positive,dodge grand caravan,Miracles from Heaven,1999 dodge grand caravan,2,dodge grand caravan,52,"$61,705,123 ",TriStar Pictures,2016,0,5,5,52,2
dodge journey,106759,0.012893738,Positive,dodge journey,Barbershop: The Next Cut,2009 dodge journey,1,dodge journey,61,"$54,030,051 ",Warner Bros.,2016,0,1,1,61,1
dodge viper,630,-0.068047337,Negative,0,,,,,,,,2016,,,,,
fiat 500,15437,-0.384587785,Negative,fiat 500,Inferno,2012 fiat 500,3,fiat 500,84,"$34,221,651 ",Sony Pictures Entertainment (SPE),2016,2,7,9,84,3
fiat 500l,3118,-0.603459239,Negative,fiat 500,,,,,,,,2016,,,,,
fiat 500x,11712,0.237662475,Positive,fiat 500x,Inferno,2015 fiat 500x,3,fiat 500x,84,"$34,221,651 ",Sony Pictures Entertainment (SPE),2016,2,0,2,84,3
ford c-max,19834,-0.088846012,Negative,ford c-max,Money Monster,2013 ford c-max hybrid,1,ford c-max,72,"$41,012,075 ",TriStar Pictures,2016,0,1,1,72,1
ford e-series,54245,0.06806726,Positive,ford e-series,Lights Out,2008 ford e-series,2,ford e-,45,"$67,268,835 ",Warner Bros.,2016,0,11,11,45,2
ford edge,134588,0.084337738,Positive,ford edge,Office Christmas Party,2015 ford edge,2,ford edge,63,"$49,815,176 ",Paramount Pictures,2016,0,1,1,63,2
ford escape,307069,0.001882594,Positive,ford escape,The Secret Life of Pets,2008 ford escape,2,ford escape,4,"$368,384,330 ",Universal Pictures,2016,0,7,7,4,2
ford expedition,59835,0.443790266,Positive,ford expedition,Hell or High Water,1997 ford expedition gen.1,2,ford expedition,97,"$27,007,844 ",Lionsgate,2016,0,3,3,97,2
ford explorer,248507,-0.002984943,Negative,ford explorer,Central Intelligence,2006 ford explorer,3,ford explorer,22,"$127,440,871 ",Warner Bros.,2016,1,15,16,22,3
ford explorer police interceptor ,31815,0.275559298,Positive,ford explorer,,,,,,,,2016,,,,,
ford f-series,820799,0.051829042,Positive,ford f-series,The Accountant,2011 ford f-150,4,ford f-,35,"$85,856,696 ",Warner Bros.,2016,8,35,43,35,4
ford fiesta,48807,-0.242809271,Negative,ford fiesta,Captain America: Civil War,2000 ford fiesta mkiv,1,ford fiesta,3,"$408,084,349 ",Walt Disney Studios Motion Pictures,2016,0,5,5,3,1
ford flex,22668,0.158303526,Positive,ford flex,Daddy's Home,2009 ford flex,4,ford flex,36,"$85,672,859 ",Paramount Pictures,2016,1,3,4,36,4
ford focus,168789,-0.166383508,Negative,ford focus,Captain America: Civil War,2000 ford focus,2,ford focus,3,"$408,084,349 ",Walt Disney Studios Motion Pictures,2016,0,14,14,3,2
ford fusion,265840,-0.114368525,Negative,ford fusion,Alvin and the Chipmunks: The Road Chip,2013 ford fusion,4,ford fusion,90,"$30,311,560 ",Twentieth Century Fox,2016,1,9,10,90,4
ford mustang,105932,-0.134181726,Negative,ford mustang,Daddy's Home,2015 ford mustang,3,ford mustang,36,"$85,672,859 ",Paramount Pictures,2016,2,14,16,36,3
ford taurus,44098,-0.09664864,Negative,ford taurus,Joy,1994 ford taurus,3,ford taurus,93,"$28,141,138 ",Twentieth Century Fox,2016,2,9,11,93,3
ford taurus police interceptor,9472,-0.03000512,Negative,ford taurus,,,,,,,,2016,,,,,
ford transit,143244,0.218299497,Positive,ford transit,The Conjuring 2,1971 ford transit mki,2,ford transit,28,"$102,470,008 ",Warner Bros.,2016,0,9,9,28,2
ford transit connect,43232,-0.172133816,Negative,ford transit connect,My Big Fat Greek Wedding 2,2010 ford transit connect,2,ford transit connect,54,"$59,689,605 ",Universal Pictures,2016,0,3,3,54,2
gmc acadia,88466,-0.082236262,Negative,gmc acadia,Batman v Superman: Dawn of Justice,2010 gmc acadia,1,gmc acadia,8,"$330,360,194 ",Warner Bros.,2016,0,2,2,8,1
gmc canyon,37449,0.245104232,Positive,gmc canyon,Jack Reacher: Never Go Back,2004 gmc canyon,2,gmc canyon,55,"$58,546,937 ",Paramount Pictures,2016,0,1,1,55,2
gmc savana,20607,-0.062977446,Negative,gmc savana,Captain America: Civil War,2003 gmc savana,2,gmc savana,3,"$408,084,349 ",Walt Disney Studios Motion Pictures,2016,0,4,4,3,2
gmc sierra,221680,-0.010970871,Negative,gmc sierra,Arrival,2015 gmc sierra,3,gmc sierra,31,"$91,676,099 ",Paramount Pictures,2016,1,4,5,31,3
gmc terrain,87925,-0.215165581,Negative,0,,,,,,,,2016,,,,,
gmc yukon,53447,0.250748853,Positive,gmc yukon,Suicide Squad,2015 gmc yukon,2,gmc yukon,9,"$325,100,054 ",Warner Bros.,2016,0,3,3,9,2
gmc yukon xl,37054,0.182549307,Positive,gmc yukon xl,Jason Bourne,2015 gmc yukon xl denali,2,gmc yukon xl,15,"$162,434,410 ",Universal Pictures,2016,0,1,1,15,2
honda accord,345225,-0.029058632,Negative,honda accord,Teenage Mutant Ninja Turtles: Out of the Shadows,1994 honda accord,2,honda accord,37,"$82,051,601 ",Paramount Pictures,2016,0,19,19,37,2
honda cr-v,357335,0.033814846,Positive,honda cr-v,My Big Fat Greek Wedding 2,2010 honda cr-v,3,honda cr-v,54,"$59,689,605 ",Universal Pictures,2016,1,8,9,54,3
honda cr-z,2338,-0.239179954,Negative,0,,,,,,,,2016,,,,,
honda civic,366927,0.094050402,Positive,honda civic,Deadpool,1996 honda civic,2,honda civic,6,"$363,070,709 ",Twentieth Century Fox,2016,0,11,11,6,2
honda crosstour,726,-0.920254833,Negative,0,,,,,,,,2016,,,,,
honda fcx,8,3,Positive,0,,,,,,,,2016,,,,,
honda fit,56630,0.074083909,Positive,honda fit,Ghostbusters,2015 honda fit,1,honda fit,21,"$128,350,574 ",Sony Pictures Entertainment (SPE),2016,0,5,5,21,1
honda hr-v,82041,0.954799971,Positive,0,,,,,,,,2016,,,,,
honda insight,67,-0.954046639,Negative,honda insight,Jason Bourne,2010 honda insight,1,honda insight,15,"$162,434,410 ",Universal Pictures,2016,0,1,1,15,1
honda odyssey,120846,-0.053939375,Negative,honda odyssey,Mother's Day,2005 honda odyssey,3,honda odyssey,85,"$32,492,859 ",Open Road Films (II),2016,1,4,5,85,3
honda pilot,120772,-0.113352715,Negative,honda pilot,Doctor Strange,2003 honda pilot,1,honda pilot,11,"$229,876,337 ",Walt Disney Studios Motion Pictures,2016,0,3,3,11,1
honda ridgeline,23667,44.51346154,Positive,honda ridgeline,Teenage Mutant Ninja Turtles: Out of the Shadows,2006 honda ridgeline,1,honda ridgeline,37,"$82,051,601 ",Paramount Pictures,2016,0,1,1,37,1
hyundai accent,79766,0.297303451,Positive,hyundai accent,Arrival,2007 hyundai accent,2,hyundai accent,31,"$91,676,099 ",Paramount Pictures,2016,0,7,7,31,2
hyundai azera,4942,-0.107781188,Negative,0,,,,,,,,2016,,,,,
hyundai elantra,208319,-0.138130621,Negative,hyundai elantra,Doctor Strange,2011 hyundai elantra,1,hyundai elantra,11,"$229,876,337 ",Walt Disney Studios Motion Pictures,2016,0,6,6,11,1
hyundai equus,1361,-0.416380789,Negative,hyundai equus,Almost Christmas,2011 hyundai equus,2,hyundai equus,71,"$41,964,925 ",Universal Pictures,2016,0,1,1,71,2
hyundai genesis,23230,-0.259577995,Negative,0,,,,,,,,2016,,,,,
hyundai santa fe,131257,0.111085716,Positive,hyundai santa fe,Ghostbusters,2013 hyundai santa fe sport,1,hyundai santa fe,21,"$128,350,574 ",Sony Pictures Entertainment (SPE),2016,0,5,5,21,1
hyundai sonata,199416,-0.06510457,Negative,hyundai sonata,Ghostbusters,2011 hyundai sonata,1,hyundai sonata,21,"$128,350,574 ",Sony Pictures Entertainment (SPE),2016,0,5,5,21,1
hyundai tucson,89713,0.4107814,Positive,0,,,,,,,,2016,,,,,
hyundai veloster,30053,0.239554547,Positive,hyundai veloster,Nerve,2013 hyundai veloster turbo,1,hyundai veloster,75,"$38,583,626 ",Lionsgate,2016,0,1,1,75,1
infiniti q40,59,-0.993143521,Negative,0,,,,,,,,2016,,,,,
infiniti q50,44007,0.003031408,Positive,0,,,,,,,,2016,,,,,
infiniti q60,3970,0.005317802,Positive,0,,,,,,,,2016,,,,,
infiniti q70/m,5872,-0.30500651,Negative,infiniti q70/m,London Has Fallen,2014 infiniti q70 l hybrid,2,infiniti q70,51,"$62,524,260 ",Focus Features,2016,0,2,2,51,2
infiniti ex/qx50,16973,2.104059985,Positive,0,,,,,,,,2016,,,,,
infiniti qx70/fx,6261,0.091336936,Positive,infiniti qx70/fx,London Has Fallen,2014 infiniti qx70,1,infiniti qx70,51,"$62,524,260 ",Focus Features,2016,0,1,1,51,1
infiniti qx80/qx56,16722,0.068771571,Positive,0,,,,,,,,2016,,,,,
jaguar f-type,4069,-0.120976453,Negative,jaguar f-type,Me Before You,2014 jaguar f-type [x152],1,jaguar f-type,56,"$56,245,075 ",Warner Bros.,2016,0,1,1,56,1
jaguar xf,6665,0.123377718,Positive,jaguar xf,Now You See Me 2,2010 jaguar xf [x250],3,jaguar xf,47,"$65,075,540 ",Lionsgate,2016,1,0,1,47,3
jaguar xj,3834,0.061755746,Positive,jaguar xj,Ride Along 2,2014 jaguar xjr [x351],3,jaguar xj,32,"$91,221,830 ",Universal Pictures,2016,1,8,9,32,3
jaguar xk,3,-0.989761092,Negative,0,,,,,,,,2016,,,,,
jeep cherokee,199736,-0.093180786,Negative,jeep cherokee,Pete's Dragon,1990 jeep cherokee,3,jeep cherokee,40,"$76,233,151 ",Walt Disney Studios Motion Pictures,2016,2,4,6,40,3
jeep compass,94061,0.410252181,Positive,0,,,,,,,,2016,,,,,
jeep grand cherokee,212273,0.083257637,Positive,jeep grand cherokee,Miss Peregrine's Home for Peculiar Children,2014 jeep grand cherokee,3,jeep grand cherokee,34,"$86,945,137 ",Twentieth Century Fox,2016,1,16,17,34,3
jeep patriot,121926,0.029224068,Positive,0,,,,,,,,2016,,,,,
jeep renegade,106606,0.749187806,Positive,jeep renegade,Batman v Superman: Dawn of Justice,2015 jeep renegade,3,jeep renegade,8,"$330,360,194 ",Warner Bros.,2016,1,0,1,8,3
jeep wrangler,191774,-0.053911654,Negative,jeep wrangler,Almost Christmas,2007 jeep wrangler unlimited,4,jeep wrangler,71,"$41,964,925 ",Universal Pictures,2016,2,6,8,71,4
kia cadenza,4738,-0.354759635,Negative,0,,,,,,,,2016,,,,,
kia forte,103292,0.308835642,Positive,kia forte,Jack Reacher: Never Go Back,2011 kia forte,1,kia forte,55,"$58,546,937 ",Paramount Pictures,2016,0,3,3,55,1
kia k900,834,-0.669572108,Negative,0,,,,,,,,2016,,,,,
kia optima,124203,-0.220877715,Negative,kia optima,Bad Moms,2011 kia optima,1,kia optima,25,"$113,257,297 ",STX Entertainment,2016,0,4,4,25,1
kia rio,28700,0.208828237,Positive,kia rio,Ghostbusters,2008 kia rio,1,kia rio,21,"$128,350,574 ",Sony Pictures Entertainment (SPE),2016,0,4,4,21,1
kia sedona,44264,0.204298735,Positive,kia sedona,Office Christmas Party,2015 kia sedona,3,kia sedona,63,"$49,815,176 ",Paramount Pictures,2016,1,1,2,63,3
kia sorento,114733,-0.013040972,Negative,kia sorento,Daddy's Home,2011 kia sorento,2,kia sorento,36,"$85,672,859 ",Paramount Pictures,2016,0,3,3,36,2
kia soul,145768,-0.009277321,Negative,kia soul,Doctor Strange,2012 kia soul,1,kia soul,11,"$229,876,337 ",Walt Disney Studios Motion Pictures,2016,0,2,2,11,1
kia sportage,81066,0.50851337,Positive,kia sportage,Dirty Grandpa,2011 kia sportage,1,kia sportage,81,"$35,593,113 ",Lionsgate,2016,0,2,2,81,1
land rover discovery / lr4,10772,0.192780423,Positive,land rover discovery ,,,,,,,,2016,,,,,
land rover discovery sport,14243,0.871370385,Positive,land rover discovery ,,,,,,,,2016,,,,,
land rover lr2,3,-0.961038961,Negative,0,,,,,,,,2016,,,,,
land rover range rover,16155,-0.093485214,Negative,land rover range rover,Bad Moms,2013 land-rover range rover series iv,3,land-rover range rover,25,"$113,257,297 ",STX Entertainment,2016,2,11,13,25,3
land rover range rover evoque,11076,-0.240485497,Negative,land rover range rover,,,,,,,,2016,,,,,
land rover range rover sport,21612,0.007129876,Positive,land rover range rover sport,The Accountant,2014 land-rover range rover sport,2,land-rover range rover sport,35,"$85,856,696 ",Warner Bros.,2016,0,2,2,35,2
lexus ct,8903,-0.392576926,Negative,lexus ct,La La Land,2014 lexus ct 200h,2,lexus ct,87,"$30,980,271 ",Lionsgate,2016,0,1,1,87,2
lexus es/es350,58299,-0.102664348,Negative,lexus es/es350,Jason Bourne,2013 lexus es,1,lexus es,15,"$162,434,410 ",Universal Pictures,2016,0,3,3,15,1
lexus gs,14878,-0.356404378,Negative,lexus gs,Jason Bourne,2006 lexus gs,1,lexus gs,15,"$162,434,410 ",Universal Pictures,2016,0,1,1,15,1
lexus gx/gx460,25148,-0.002538474,Negative,lexus gx/gx460,Nerve,2003 lexus gx 470,1,lexus gx,75,"$38,583,626 ",Lionsgate,2016,0,1,1,75,1
lexus is,37289,-0.196877019,Negative,lexus is,London Has Fallen,2009 lexus is 250c,1,lexus is,51,"$62,524,260 ",Focus Features,2016,0,2,2,51,1
lexus lfa,6,-0.333333333,Negative,0,,,,,,,,2016,,,,,
lexus ls,5514,-0.23042568,Negative,lexus ls,Ride Along 2,1995 lexus ls 400,1,lexus ls,32,"$91,221,830 ",Universal Pictures,2016,0,2,2,32,1
lexus lx/lx570,5707,0.469361483,Positive,0,,,,,,,,2016,,,,,
lexus nx,54884,0.25409012,Positive,0,,,,,,,,2016,,,,,
lexus rc,11165,-0.244791667,Negative,0,,,,,,,,2016,,,,,
lexus rx,109435,0.087714939,Positive,lexus rx,War Dogs,lexus rx,2,lexus rx,70,"$43,034,523 ",Warner Bros.,2016,0,6,6,70,2
lincoln mkc,25562,0.039528264,Positive,0,,,,,,,,2016,,,,,
lincoln mks,4951,-0.280063981,Negative,0,,,,,,,,2016,,,,,
lincoln mkt,4028,-0.142248722,Negative,lincoln mkt,The Accountant,2013 lincoln mkt,2,lincoln mkt,35,"$85,856,696 ",Warner Bros.,2016,0,3,3,35,2
lincoln mkx/nautilus,30967,0.394972747,Positive,0,,,,,,,,2016,,,,,
lincoln mkz,30534,-0.011876638,Negative,lincoln mkz,Ride Along 2,2013 lincoln mkz,1,lincoln mkz,32,"$91,221,830 ",Universal Pictures,2016,0,2,2,32,1
lincoln navigator,10421,-0.128970244,Negative,lincoln navigator,Ghostbusters,1998 lincoln navigator,1,lincoln navigator,21,"$128,350,574 ",Sony Pictures Entertainment (SPE),2016,0,3,3,21,1
maserati ghibli,7100,-0.103761676,Negative,maserati ghibli,Jack Reacher: Never Go Back,2014 maserati ghibli,3,maserati ghibli,55,"$58,546,937 ",Paramount Pictures,2016,1,2,3,55,3
maserati granturismo,1249,-0.090313183,Negative,maserati granturismo,Money Monster,2010 maserati granturismo convertible,2,maserati granturismo,72,"$41,012,075 ",TriStar Pictures,2016,0,2,2,72,2
maserati quattroporte,2268,-0.054211843,Negative,maserati quattroporte,Zoolander 2,2004 maserati quattroporte v,1,maserati quattroporte,92,"$28,848,693 ",Paramount Pictures,2016,0,1,1,92,1
mazda 2,3,-0.98989899,Negative,0,,,,,,,,2016,,,,,
mazda 3,95567,-0.114177133,Negative,mazda 3,Deadpool,2014 mazda 3,1,mazda 3,6,"$363,070,709 ",Twentieth Century Fox,2016,0,6,6,6,1
mazda 5,375,-0.956440934,Negative,mazda 5,Ghostbusters,2008 mazda 5,1,mazda 5,21,"$128,350,574 ",Sony Pictures Entertainment (SPE),2016,0,1,1,21,1
mazda 6,45520,-0.213776189,Negative,mazda 6,Jason Bourne,1983 mazda 626,1,mazda 6,15,"$162,434,410 ",Universal Pictures,2016,0,2,2,15,1
mazda cx-3,18557,1.896815485,Positive,0,,,,,,,,2016,,,,,
mazda cx-5,112235,0.007043517,Positive,mazda cx-5,The Accountant,2013 mazda cx-5,1,mazda cx-5,35,"$85,856,696 ",Warner Bros.,2016,0,1,1,35,1
mazda cx-9,16051,-0.110649379,Negative,0,,,,,,,,2016,,,,,
mazda mx-5 miata,9465,0.101734373,Positive,0,,,,,,,,2016,,,,,
mercedes-benz amg gt,1227,-0.039154268,Negative,0,,,,,,,,2016,,,,,
mercedes-benz b-class,632,-0.66841553,Negative,0,,,,,,,,2016,,,,,
mercedes-benz c-class,77167,-0.103543216,Negative,mercedes-benz c-class,13 Hours,2015 mercedes-benz c 200 bluetec [w205],4,mercedes-benz c,62,"$52,853,219 ",Paramount Pictures,2016,2,14,16,62,4
