Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
gmc yukon,74678,0.518370169,Positive,gmc yukon,A Star Is Born,2015 gmc yukon denali,3,gmc yukon,12,"$201,157,885 ",Warner Bros.,2018,1,7,8,12,3
genesis g80,7446,-0.540256854,Negative,0,,,,,,,,2018,,,,,
genesis g90,2136,-0.514324693,Negative,0,,,,,,,,2018,,,,,
honda accord,291071,-0.097887837,Negative,honda accord,I Can Only Imagine,1998 honda accord,2,honda accord,37,"$83,482,352 ",Roadside Attractions,2018,0,24,24,37,2
honda cr-v,379021,0.002979664,Positive,honda cr-v,Ant-Man and the Wasp,2002 honda cr-v,2,honda cr-v,9,"$216,648,740 ",Walt Disney Studios Motion Pictures,2018,0,11,11,9,2
honda cr-z,30,-0.957446809,Negative,0,,,,,,,,2018,,,,,
honda civic,325760,-0.136570135,Negative,honda civic,Life of the Party,2012 honda civic,2,honda civic,57,"$53,059,911 ",Warner Bros.,2018,0,25,25,57,2
honda clarity fcv,20174,7.217515275,Positive,0,,,,,,,,2018,,,,,
honda fit,35030,-0.291664982,Negative,honda fit,Night School,2007 honda fit,2,honda fit,40,"$77,316,580 ",Universal Pictures,2018,0,4,4,40,2
honda hr-v,85494,-0.090818215,Negative,honda hr-v,Crazy Rich Asians,2015 honda hr-v,1,honda hr-v,17,"$174,039,071 ",Warner Bros.,2018,0,1,1,17,1
honda insight,12513,4170,Positive,honda insight,Rampage,2010 honda insight,1,honda insight,33,"$101,028,233 ",Warner Bros.,2018,0,2,2,33,1
honda odyssey,106327,0.060015752,Positive,honda odyssey,Goosebumps 2: Haunted Halloween,2002 honda odyssey,2,honda odyssey,66,"$46,700,633 ",Sony Pictures Entertainment (SPE),2018,0,6,6,66,2
honda pilot,159615,0.25405605,Positive,honda pilot,Avengers: Infinity War,2012 honda pilot,1,honda pilot,2,"$678,815,482 ",Walt Disney Studios Motion Pictures,2018,0,1,1,2,1
honda ridgeline,30592,-0.119629342,Negative,honda ridgeline,Hereditary,2006 honda ridgeline,1,honda ridgeline,70,"$44,069,456 ",A24,2018,0,2,2,70,1
hyundai accent,29090,-0.50657281,Negative,hyundai accent,Overboard,2003 hyundai accent,4,hyundai accent,59,"$50,316,123 ",Pantelion Films,2018,1,8,9,59,4
hyundai azera,629,-0.794444444,Negative,0,,,,,,,,2018,,,,,
hyundai elantra,200415,0.011124565,Positive,hyundai elantra,Widows,2017 hyundai elantra,2,hyundai elantra,74,"$41,904,173 ",Twentieth Century Fox,2018,0,11,11,74,2
hyundai ioniq,15076,0.34643208,Positive,0,,,,,,,,2018,,,,,
hyundai santa fe,117038,-0.121144994,Negative,hyundai santa fe,Ant-Man and the Wasp,2019 hyundai santa fe,3,hyundai santa fe,9,"$216,648,740 ",Walt Disney Studios Motion Pictures,2018,2,8,10,9,3
hyundai sonata,105118,-0.202461249,Negative,hyundai sonata,Venom,2017 hyundai sonata,1,hyundai sonata,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,8,8,11,1
hyundai tucson,153792,0.340410511,Positive,hyundai tucson,Mission: Impossible - Fallout,2016 hyundai tucson,1,hyundai tucson,8,"$220,159,104 ",Paramount Pictures,2018,0,4,4,8,1
hyundai veloster,10871,-0.141175541,Negative,hyundai veloster,Ant-Man and the Wasp,2019 hyundai veloster,3,hyundai veloster,9,"$216,648,740 ",Walt Disney Studios Motion Pictures,2018,1,1,2,9,3
infiniti q50,34763,-0.146689904,Negative,infiniti q50,Black Panther,2014 infiniti q50,1,infiniti q50,1,"$700,059,566 ",Walt Disney Studios Motion Pictures,2018,0,3,3,1,1
infiniti q60,8405,-0.218212259,Negative,0,,,,,,,,2018,,,,,
infiniti q70/m,4479,-0.224012474,Negative,0,,,,,,,,2018,,,,,
infiniti qx30,8101,-0.425175619,Negative,0,,,,,,,,2018,,,,,
infiniti ex/qx50,25389,0.506139883,Positive,infiniti ex/qx50,Avengers: Infinity War,2018 infiniti qx50,2,infiniti qx50,2,"$678,815,482 ",Walt Disney Studios Motion Pictures,2018,0,1,1,2,2
infiniti qx70/fx,954,-0.861296889,Negative,infiniti qx70/fx,Red Sparrow,2010 infiniti fx,1,infiniti fx,64,"$46,874,505 ",Twentieth Century Fox,2018,0,1,1,64,1
infiniti qx80/qx56,19207,0.074156926,Positive,0,,,,,,,,2018,,,,,
jaguar f-pace,12997,-0.313997678,Negative,0,,,,,,,,2018,,,,,
jaguar f-type,2268,-0.447906524,Negative,jaguar f-type,Paddington 2,2014 jaguar f-type coupé [x152],1,jaguar f-type,77,"$40,891,591 ",Warner Bros.,2018,0,1,1,77,1
jaguar xe,4704,-0.49299418,Negative,0,,,,,,,,2018,,,,,
jaguar xf,2208,-0.513763488,Negative,jaguar xf,Tomb Raider,2008 jaguar xf [x250],1,jaguar xf,52,"$58,250,803 ",Warner Bros.,2018,0,2,2,52,1
jaguar xj,1579,-0.41969864,Negative,jaguar xj,Mission: Impossible - Fallout,2016 jaguar xj [x351],2,jaguar xj,8,"$220,159,104 ",Paramount Pictures,2018,0,5,5,8,2
jeep cherokee,239437,0.409431252,Positive,jeep cherokee,Maze Runner: The Death Cure,jeep cherokee,3,jeep cherokee,53,"$58,032,443 ",Twentieth Century Fox,2018,1,2,3,53,3
jeep compass,171167,1.05598597,Positive,jeep compass,Rampage,jeep compass,1,jeep compass,33,"$101,028,233 ",Warner Bros.,2018,0,1,1,33,1
jeep grand cherokee,224908,-0.065593113,Negative,jeep grand cherokee,Venom,2014 jeep grand cherokee srt,3,jeep grand cherokee,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,1,12,13,11,3
jeep patriot,621,-0.94215184,Negative,jeep patriot,"Love, Simon",jeep patriot,2,jeep patriot,78,"$40,826,341 ",Twentieth Century Fox,2018,0,2,2,78,2
jeep renegade,97062,-0.061604501,Negative,jeep renegade,Black Panther,2015 jeep renegade,1,jeep renegade,1,"$700,059,566 ",Walt Disney Studios Motion Pictures,2018,0,1,1,1,1
jeep wrangler,240032,0.259865002,Positive,jeep wrangler,Mile 22,2007 jeep wrangler unlimited,3,jeep wrangler,82,"$36,108,758 ",STX Entertainment,2018,1,8,9,82,3
kia cadenza,4507,-0.37825907,Negative,0,,,,,,,,2018,,,,,
kia forte,101890,-0.133558965,Negative,kia forte,Deadpool 2,2017 kia forte,1,kia forte,5,"$318,491,426 ",Twentieth Century Fox,2018,0,4,4,5,1
kia k900,354,-0.221978022,Negative,0,,,,,,,,2018,,,,,
kia niro,28232,0.036531189,Positive,0,,,,,,,,2018,,,,,
kia optima,101603,-0.054794266,Negative,kia optima,Venom,2011 kia optima,1,kia optima,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,4,4,11,1
kia rio,22975,0.370823389,Positive,kia rio,Mission: Impossible - Fallout,2017 kia rio,1,kia rio,8,"$220,159,104 ",Paramount Pictures,2018,0,3,3,8,1
kia sedona,17928,-0.247197145,Negative,kia sedona,Venom,2015 kia sedona,1,kia sedona,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,1,1,11,1
kia sorento,107846,0.081878737,Positive,kia sorento,Venom,2003 kia sorento,1,kia sorento,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,5,5,11,1
kia soul,104709,-0.095089533,Negative,kia soul,A Simple Favor,2017 kia soul,1,kia soul,56,"$53,548,586 ",Lionsgate,2018,0,4,4,56,1
kia sportage,82823,0.137303636,Positive,kia sportage,Venom,2017 kia sportage,1,kia sportage,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,1,1,11,1
kia stinger,16806,18.93594306,Positive,0,,,,,,,,2018,,,,,
land rover discovery / lr4,9842,0.538293217,Positive,0,,,,,,,,2018,,,,,
land rover discovery sport,12035,-0.151688165,Negative,0,,,,,,,,2018,,,,,
land rover range rover,19030,0.128104808,Positive,land rover range rover,The Hate U Give,2013 land-rover range rover series iv,3,land-rover range rover,100,"$29,666,375 ",Twentieth Century Fox,2018,1,4,5,100,3
land rover range rover evoque,9917,-0.172134569,Negative,land rover range rover evoque,Mission: Impossible - Fallout,2011 land-rover range rover evoque,1,land-rover range rover evoque,8,"$220,159,104 ",Paramount Pictures,2018,0,1,1,8,1
land rover range rover sport,24282,0.267790947,Positive,land rover range rover sport,Black Panther,2014 land-rover range rover sport,2,land-rover range rover sport,1,"$700,059,566 ",Walt Disney Studios Motion Pictures,2018,0,6,6,1,2
land rover range rover velar,17037,1.768893223,Positive,land rover range rover,,,,,,,,2018,,,,,
lexus es/es350,48482,-0.056733725,Negative,lexus es/es350,Death Wish,2002 lexus es 300,1,lexus es,85,"$34,017,028 ",Metro-Goldwyn-Mayer (MGM),2018,0,1,1,85,1
lexus gs,6604,-0.150392384,Negative,lexus gs,Black Panther,2018 lexus gs f,3,lexus gs,1,"$700,059,566 ",Walt Disney Studios Motion Pictures,2018,1,2,3,1,3
lexus gx/gx460,26724,-0.017138654,Negative,lexus gx/gx460,Den of Thieves,2003 lexus gx 470,1,lexus gx,68,"$44,947,622 ",STX Entertainment,2018,0,1,1,68,1
lexus is,22927,-0.134242127,Negative,lexus is,Instant Family,2001 lexus is 300,2,lexus is,48,"$64,845,006 ",Paramount Pictures,2018,0,2,2,48,2
lexus lc,1979,-0.204262163,Negative,lexus lc,Black Panther,2018 lexus lc 500,3,lexus lc,1,"$700,059,566 ",Walt Disney Studios Motion Pictures,2018,1,0,1,1,3
lexus lfa,2,-0.333333333,Negative,0,,,,,,,,2018,,,,,
lexus ls,9301,1.27186126,Positive,lexus ls,Spider-Man: Into the Spider-Verse,2001 lexus ls 430,1,lexus ls,29,"$108,146,445 ",Sony Pictures Entertainment (SPE),2018,0,2,2,29,1
lexus lx/lx570,4753,-0.208361093,Negative,lexus lx/lx570,The Mule,2008 lexus lx 570,1,lexus lx,49,"$64,720,334 ",Warner Bros.,2018,0,1,1,49,1
lexus nx,62079,0.046140105,Positive,0,,,,,,,,2018,,,,,
lexus rc,3358,-0.543935896,Negative,0,,,,,,,,2018,,,,,
lexus rx,111636,0.030736702,Positive,lexus rx,Fifty Shades Freed,2001 lexus rx 300,1,lexus rx,35,"$100,407,760 ",Universal Pictures,2018,0,2,2,35,1
lincoln continental,8758,-0.270895771,Negative,lincoln continental,First Man,1965 lincoln continental,2,lincoln continental,69,"$44,923,035 ",Universal Pictures,2018,0,2,2,69,2
lincoln mkc,26241,-0.029835847,Negative,0,,,,,,,,2018,,,,,
lincoln mkt,2324,-0.226622296,Negative,lincoln mkt,Den of Thieves,2013 lincoln mkt stretched limousine,2,lincoln mkt,68,"$44,947,622 ",STX Entertainment,2018,0,2,2,68,2
lincoln mkx/nautilus,28573,-0.079211111,Negative,0,,,,,,,,2018,,,,,
lincoln mkz,19852,-0.275130536,Negative,lincoln mkz,Den of Thieves,2017 lincoln mkz,2,lincoln mkz,68,"$44,947,622 ",STX Entertainment,2018,0,1,1,68,2
lincoln navigator,17839,0.695239,Positive,lincoln navigator,Widows,2015 lincoln navigator,3,lincoln navigator,74,"$41,904,173 ",Twentieth Century Fox,2018,1,1,2,74,3
mazda 3,64638,-0.138366792,Negative,mazda 3,Venom,2010 mazda 3,1,mazda 3,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,11,11,11,1
mazda 6,30938,-0.073768038,Negative,mazda 6,Game Night,mazda 6,2,mazda 6,43,"$69,179,066 ",Warner Bros.,2018,0,6,6,43,2
mazda cx-3,16899,0.033261999,Positive,0,,,,,,,,2018,,,,,
mazda cx-5,150622,0.180765582,Positive,mazda cx-5,Widows,mazda cx-5,1,mazda cx-5,74,"$41,904,173 ",Twentieth Century Fox,2018,0,1,1,74,1
