Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
mazda cx-9,28257,0.094045222,Positive,0,,,,,,,,2018,,,,,
mazda mx-5 miata,8971,-0.205684434,Negative,0,,,,,,,,2018,,,,,
mercedes-benz amg gt,1525,-0.052206339,Negative,0,,,,,,,,2018,,,,,
mercedes-benz b-class,135,-0.818548387,Negative,0,,,,,,,,2018,,,,,
mercedes-benz c-class,54829,-0.292044882,Negative,mercedes-benz c-class,The Mule,2012 mercedes-benz c-klasse [w204],2,mercedes-benz c,49,"$64,720,334 ",Warner Bros.,2018,0,9,9,49,2
mercedes-benz cla-class,26269,0.270937152,Positive,0,,,,,,,,2018,,,,,
mercedes-benz cls-class,943,-0.487221316,Negative,mercedes-benz cls-class,Den of Thieves,2011 mercedes-benz cls [c218],1,mercedes-benz cls,68,"$44,947,622 ",STX Entertainment,2018,0,1,1,68,1
mercedes-benz e-class,46424,-0.095260368,Negative,mercedes-benz e-class,Book Club,2013 mercedes-benz e-klasse [w212],2,mercedes-benz e,44,"$68,566,296 ",Paramount Pictures,2018,0,8,8,44,2
mercedes-benz g-class,3593,-0.142072588,Negative,mercedes-benz g-class,The First Purge,2009 mercedes-benz g-klasse [w463],3,mercedes-benz g,42,"$69,488,745 ",Universal Pictures,2018,1,5,6,42,3
mercedes-benz gl-class/gls-class,21973,-0.318624411,Negative,mercedes-benz gl-class,,,,,,,,2018,,,,,
mercedes-benz gla-class,24136,0.00132758,Positive,0,,,,,,,,2018,,,,,
mercedes-benz glc-class,69729,0.433484777,Positive,0,,,,,,,,2018,,,,,
mercedes-benz gle-class/m-class,46010,-0.157248832,Negative,mercedes-benz gle-class,,,,,,,,2018,,,,,
mercedes-benz metris/vito,7800,0.02915952,Positive,mercedes-benz metris/vito,The Spy Who Dumped Me,mercedes-benz vito [w639],1,mercedes-benz vito,86,"$33,562,069 ",Lionsgate,2018,0,1,1,86,1
mercedes-benz s-class,14978,-0.057275932,Negative,mercedes-benz s-class,The Equalizer 2,2014 mercedes-benz s-klasse [w222],2,mercedes-benz s,32,"$102,084,362 ",Sony Pictures Entertainment (SPE),2018,0,9,9,32,2
mercedes-benz sl-class,2126,-0.276870748,Negative,mercedes-benz sl-class,The Spy Who Dumped Me,1972 mercedes-benz sl [r107],1,mercedes-benz sl,86,"$33,562,069 ",Lionsgate,2018,0,1,1,86,1
mercedes-benz slk-class/slc-class,1993,-0.303146853,Negative,mercedes-benz slk-class,,,,,,,,2018,,,,,
mercedes-benz sprinter,27564,0.005434981,Positive,mercedes-benz sprinter,Ant-Man and the Wasp,2010 mercedes-benz sprinter [w906],4,mercedes-benz sprinter,9,"$216,648,740 ",Walt Disney Studios Motion Pictures,2018,2,10,12,9,4
mini cooper,26119,-0.189656242,Negative,mini cooper,Tomb Raider,2005 mini cooper cabrio,1,mini cooper,52,"$58,250,803 ",Warner Bros.,2018,0,2,2,52,1
mini cooper hardtop 2-door,9950,-0.116027008,Negative,mini cooper,,,,,,,,2018,,,,,
mini cooper hardtop 4-door,6450,-0.164832319,Negative,mini cooper,,,,,,,,2018,,,,,
mini countryman,17565,0.181714209,Positive,mini countryman,Ocean's Eight,2017 mini countryman cooper s,1,mini countryman,22,"$140,218,711 ",Warner Bros.,2018,0,2,2,22,1
mitsubishi mirage,24316,0.086214598,Positive,mitsubishi mirage,The First Purge,2014 mitsubishi mirage,1,mitsubishi mirage,42,"$69,488,745 ",Universal Pictures,2018,0,2,2,42,1
mitsubishi outlander,37952,0.074822996,Positive,mitsubishi outlander,Pacific Rim: Uprising,2015 mitsubishi outlander,1,mitsubishi outlander,51,"$59,874,525 ",Universal Pictures,2018,0,1,1,51,1
mitsubishi outlander phev,3866,38.05050505,Positive,mitsubishi outlander,,,,,,,,2018,,,,,
mitsubishi outlander sport,36867,0.111791315,Positive,mitsubishi outlander,,,,,,,,2018,,,,,
nissan 370z/350z,3468,-0.248374512,Negative,nissan 370z/350z,Death Wish,2003 nissan 350z,1,nissan 350z,85,"$34,017,028 ",Metro-Goldwyn-Mayer (MGM),2018,0,1,1,85,1
nissan altima,209146,-0.179806742,Negative,nissan altima,The Mule,2016 nissan altima,3,nissan altima,49,"$64,720,334 ",Warner Bros.,2018,1,21,22,49,3
nissan armada,32650,-0.084587995,Negative,nissan armada,Venom,2017 nissan armada,1,nissan armada,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,1,1,11,1
nissan frontier,79646,0.071086606,Positive,nissan frontier,Den of Thieves,2001 nissan frontier,1,nissan frontier,68,"$44,947,622 ",STX Entertainment,2018,0,1,1,68,1
nissan gt-r,538,-0.069204152,Negative,0,,,,,,,,2018,,,,,
nissan juke,731,-0.92802993,Negative,nissan juke,Mission: Impossible - Fallout,nissan juke,1,nissan juke,8,"$220,159,104 ",Paramount Pictures,2018,0,2,2,8,1
nissan leaf,14715,0.310329475,Positive,nissan leaf,Ready Player One,2011 nissan leaf,2,nissan leaf,23,"$137,690,172 ",Warner Bros.,2018,0,2,2,23,2
nissan maxima,42337,-0.373963062,Negative,nissan maxima,Game Night,2016 nissan maxima,3,nissan maxima,43,"$69,179,066 ",Warner Bros.,2018,1,8,9,43,3
nissan murano,83547,0.088815618,Positive,nissan murano,Blockers,2006 nissan murano,4,nissan murano,50,"$60,311,495 ",Universal Pictures,2018,1,1,2,50,4
nissan nv,16902,-0.05353343,Negative,nissan nv,Red Sparrow,2017 nissan nv300,3,nissan nv,64,"$46,874,505 ",Twentieth Century Fox,2018,1,1,2,64,3
nissan nv200,18628,0.001397699,Positive,nissan nv200,I Feel Pretty,2014 nissan nv200 taxi,2,nissan nv200,61,"$48,795,601 ",STX Entertainment,2018,0,2,2,61,2
nissan pathfinder,67550,-0.166718066,Negative,nissan pathfinder,Maze Runner: The Death Cure,2005 nissan pathfinder,2,nissan pathfinder,53,"$58,032,443 ",Twentieth Century Fox,2018,0,4,4,53,2
nissan quest,3,-0.999393939,Negative,0,,,,,,,,2018,,,,,
nissan rogue,412110,0.02142689,Positive,nissan rogue,Venom,2017 nissan rogue sport,3,nissan rogue,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,1,4,5,11,3
nissan sentra,213046,-0.024742391,Negative,nissan sentra,Avengers: Infinity War,2016 nissan sentra,1,nissan sentra,2,"$678,815,482 ",Walt Disney Studios Motion Pictures,2018,0,10,10,2,1
nissan titan,50459,-0.046576223,Negative,0,,,,,,,,2018,,,,,
nissan versa,75809,-0.289991758,Negative,nissan versa,Peppermint,2007 nissan versa,2,nissan versa,84,"$35,418,723 ",STX Entertainment,2018,0,10,10,84,2
porsche 718,5276,0.037153529,Positive,0,,,,,,,,2018,,,,,
porsche 911,9783,0.090635452,Positive,porsche 911,Night School,2009 porsche 911 carrera s cabrio [997],3,porsche 911,40,"$77,316,580 ",Universal Pictures,2018,2,1,3,40,3
porsche boxster,2097,-0.083078268,Negative,porsche boxster,Fifty Shades Freed,1997 porsche boxster [986],1,porsche boxster,35,"$100,407,760 ",Universal Pictures,2018,0,1,1,35,1
porsche cayenne,11106,-0.158827539,Negative,porsche cayenne,Skyscraper,2003 porsche cayenne [955],1,porsche cayenne,46,"$68,420,120 ",Universal Pictures,2018,0,2,2,46,1
porsche cayman,3179,0.135357143,Positive,0,,,,,,,,2018,,,,,
porsche macan,22954,0.071165243,Positive,porsche macan,Death Wish,2017 porsche macan gts [95b],2,porsche macan,85,"$34,017,028 ",Metro-Goldwyn-Mayer (MGM),2018,0,1,1,85,2
porsche panamera,8114,0.261701135,Positive,porsche panamera,Fifty Shades Freed,2014 porsche panamera [970],2,porsche panamera,35,"$100,407,760 ",Universal Pictures,2018,0,1,1,35,2
ram pickup,536980,0.072409296,Positive,0,,,,,,,,2018,,,,,
ram promaster,46600,0.151100462,Positive,ram promaster,Black Panther,2014 ram promaster,3,ram promaster,1,"$700,059,566 ",Walt Disney Studios Motion Pictures,2018,1,1,2,1,3
ram promaster city,13788,-0.115246407,Negative,ram promaster city,Widows,2015 ram promaster city,2,ram promaster city,74,"$41,904,173 ",Twentieth Century Fox,2018,0,1,1,74,2
scion xb,3,-0.998879343,Negative,scion xb,Widows,2008 scion xb,2,scion xb,74,"$41,904,173 ",Twentieth Century Fox,2018,0,1,1,74,2
smart fortwo,1276,-0.584500163,Negative,smart fortwo,Mission: Impossible - Fallout,2003 smart fortwo,1,smart fortwo,8,"$220,159,104 ",Paramount Pictures,2018,0,3,3,8,1
subaru brz,3834,-0.071895425,Negative,0,,,,,,,,2018,,,,,
subaru forester,171613,-0.033509233,Negative,subaru forester,Widows,1998 subaru forester,3,subaru forester,74,"$41,904,173 ",Twentieth Century Fox,2018,1,7,8,74,3
subaru impreza/wrx/wrx sti,105130,-0.104522108,Negative,subaru impreza/wrx/wrx sti,Ant-Man and the Wasp,subaru impreza,1,subaru impreza,9,"$216,648,740 ",Walt Disney Studios Motion Pictures,2018,0,2,2,9,1
subaru legacy,40109,-0.19519634,Negative,subaru legacy,Peppermint,1996 subaru legacy outback,3,subaru legacy,84,"$35,418,723 ",STX Entertainment,2018,1,8,9,84,3
subaru outback,178854,-0.053111401,Negative,subaru outback,"Love, Simon",2000 subaru outback,4,subaru outback,78,"$40,826,341 ",Twentieth Century Fox,2018,3,10,13,78,4
subaru xv crosstrek/crosstrek,144384,0.310937188,Positive,subaru xv crosstrek/crosstrek,A Simple Favor,2016 subaru crosstrek,4,subaru crosstrek,56,"$53,548,586 ",Lionsgate,2018,1,2,3,56,4
tesla model 3,139782,77.97288136,Positive,0,,,,,,,,2018,,,,,
tesla model s,25745,-0.048595713,Negative,tesla model s,Deadpool 2,2013 tesla model s,2,tesla model s,5,"$318,491,426 ",Twentieth Century Fox,2018,0,1,1,5,2
tesla model x,26100,0.224489796,Positive,tesla model x,Venom,2016 tesla model x,1,tesla model x,11,"$213,312,395 ",Sony Pictures Entertainment (SPE),2018,0,2,2,11,1
toyota 4runner,139694,0.088841429,Positive,toyota 4runner,Black Panther,2014 toyota 4runner,3,toyota 4runner,1,"$700,059,566 ",Walt Disney Studios Motion Pictures,2018,3,7,10,1,3
toyota 86/scion fr-s,4133,-0.396289804,Negative,0,,,,,,,,2018,,,,,
toyota avalon,33580,0.030598779,Positive,toyota avalon,The Equalizer 2,1998 toyota avalon,2,toyota avalon,32,"$102,084,362 ",Sony Pictures Entertainment (SPE),2018,0,5,5,32,2
toyota c-hr,49642,0.927470394,Positive,0,,,,,,,,2018,,,,,
toyota camry,343439,-0.112746428,Negative,toyota camry,The Mule,2012 toyota camry,3,toyota camry,49,"$64,720,334 ",Warner Bros.,2018,2,31,33,49,3
toyota corolla/matrix,303732,-0.077352094,Negative,toyota corolla/matrix,Night School,2005 toyota corolla,2,toyota corolla,40,"$77,316,580 ",Universal Pictures,2018,0,21,21,40,2
toyota corolla im/auris/scion im,19471,-0.050241452,Negative,toyota corolla im/auris/scion im,Pacific Rim: Uprising,toyota auris hybrid,1,toyota auris,51,"$59,874,525 ",Universal Pictures,2018,0,1,1,51,1
toyota fj cruiser,1,-0.75,Negative,0,,,,,,,,2018,,,,,
toyota highlander,244511,0.133175762,Positive,toyota highlander,Pacific Rim: Uprising,2016 toyota highlander,1,toyota highlander,51,"$59,874,525 ",Universal Pictures,2018,0,3,3,51,1
toyota land cruiser,3235,0.043548387,Positive,toyota land cruiser,Creed II,1988 toyota land cruiser,3,toyota land cruiser,28,"$112,448,520 ",Metro-Goldwyn-Mayer (MGM),2018,2,10,12,28,3
toyota mirai,1689,-0.081066376,Negative,0,,,,,,,,2018,,,,,
toyota prius,87591,-0.193905817,Negative,toyota prius,Book Club,2016 toyota prius iv,3,toyota prius,44,"$68,566,296 ",Paramount Pictures,2018,1,23,24,44,3
toyota rav4,427168,0.048023278,Positive,toyota rav4,Jumanji: Welcome to the Jungle,2006 toyota rav4,2,toyota rav4,7,"$235,512,923 ",Sony Pictures Entertainment (SPE),2018,0,8,8,7,2
toyota sequoia,11121,-0.085143139,Negative,0,,,,,,,,2018,,,,,
toyota sienna,87672,-0.213626456,Negative,toyota sienna,Avengers: Infinity War,2004 toyota sienna,1,toyota sienna,2,"$678,815,482 ",Walt Disney Studios Motion Pictures,2018,0,4,4,2,1
toyota tacoma,245659,0.239925501,Positive,toyota tacoma,The Mule,2012 toyota tacoma,2,toyota tacoma,49,"$64,720,334 ",Warner Bros.,2018,0,7,7,49,2
toyota tundra,118258,0.016966935,Positive,toyota tundra,Creed II,2014 toyota tundra,1,toyota tundra,28,"$112,448,520 ",Metro-Goldwyn-Mayer (MGM),2018,0,2,2,28,1
toyota venza,9,-0.357142857,Negative,toyota venza,Avengers: Infinity War,2013 toyota venza,1,toyota venza,2,"$678,815,482 ",Walt Disney Studios Motion Pictures,2018,0,2,2,2,1
toyota yaris hatchback,1940,-0.7758003,Negative,0,,,,,,,,2018,,,,,
toyota yaris ia/scion ia,25115,-0.297030257,Negative,toyota yaris ia/scion ia,The Spy Who Dumped Me,2016 scion ia,1,scion ia,86,"$33,562,069 ",Lionsgate,2018,0,1,1,86,1
volkswagen atlas,59677,1.200560493,Positive,0,,,,,,,,2018,,,,,
volkswagen beetle,14411,-0.049782408,Negative,volkswagen beetle,Nobody's Fool,2016 volkswagen beetle dune convertible [typ 5c],1,volkswagen beetle,90,"$31,713,110 ",Paramount Pictures,2018,0,1,1,90,1
volkswagen cc,455,-0.664206642,Negative,0,,,,,,,,2018,,,,,
volkswagen golf/gti/r/sportwagen alltrack,42271,-0.38718142,Negative,volkswagen golf/gti/r/sportwagen alltrack,Avengers: Infinity War,2014 volkswagen golf sv [typ 5g],1,volkswagen golf,2,"$678,815,482 ",Walt Disney Studios Motion Pictures,2018,0,11,11,2,1
volkswagen jetta,90794,-0.215988671,Negative,volkswagen jetta,Ant-Man and the Wasp,volkswagen jetta a4 [typ 1j],2,volkswagen jetta,9,"$216,648,740 ",Walt Disney Studios Motion Pictures,2018,0,15,15,9,2
volkswagen passat,41401,-0.318187807,Negative,volkswagen passat,Widows,2001 volkswagen passat wagon b5 [typ 3bg],3,volkswagen passat,74,"$41,904,173 ",Twentieth Century Fox,2018,1,10,11,74,3
volkswagen tiguan,103022,1.192750569,Positive,volkswagen tiguan,Fifty Shades Freed,2009 volkswagen tiguan i [typ 5n],1,volkswagen tiguan,35,"$100,407,760 ",Universal Pictures,2018,0,2,2,35,1
volkswagen touareg,2022,-0.429619182,Negative,volkswagen touareg,Super Troopers 2,volkswagen touareg ii [typ 7p5],2,volkswagen touareg,94,"$30,617,396 ",Twentieth Century Fox,2018,0,1,1,94,2
volvo s60/v60,11876,-0.294145617,Negative,volvo s60/v60,Book Club,2015 volvo v60 cross country,3,volvo v60,44,"$68,566,296 ",Paramount Pictures,2018,1,4,5,44,3
volvo s90/v90,9662,-0.128764653,Negative,0,,,,,,,,2018,,,,,
volvo xc60,32689,0.451812045,Positive,0,,,,,,,,2018,,,,,
volvo xc90,31609,0.019776745,Positive,volvo xc90,Book Club,2007 volvo xc90,1,volvo xc90,44,"$68,566,296 ",Paramount Pictures,2018,0,3,3,44,1
