Release,Title,Year,Rated,Released,Runtime,Genre,Director,Actors,Country,Awards,Rotten Tomatoes,Metascore,IMDB,IMDB Votes,IMDB id,Top100 Year
Godzilla,Godzilla,2014,PG-13,16 May 2014,123 min,"Action, Adventure, Sci-Fi, Thriller",Gareth Edwards,"Aaron Taylor-Johnson, CJ Adams, Ken Watanabe, Bryan Cranston","USA, Japan",7 wins & 31 nominations.,76%,62,6.4,"380,072",tt0831387,2014
22 Jump Street,22 Jump Street,2014,R,13 Jun 2014,112 min,"Action, Comedy, Crime","Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",USA,7 wins & 25 nominations.,84%,71,7.0,"347,948",tt2294449,2014
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,PG-13,08 Aug 2014,101 min,"Action, Adventure, Comedy, Sci-Fi",Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Alan Ritchson",USA,1 win & 11 nominations.,21%,31,5.8,"201,705",tt1291150,2014
The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,PG-13,17 Dec 2014,144 min,"Adventure, Fantasy",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","New Zealand, USA",Nominated for 1 Oscar. Another 8 wins & 54 nominations.,59%,59,7.4,"478,152",tt2310332,2014
Interstellar,Interstellar,2014,PG-13,07 Nov 2014,169 min,"Adventure, Drama, Sci-Fi",Christopher Nolan,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow","USA, UK, Canada",Won 1 Oscar. Another 43 wins & 148 nominations.,72%,74,8.6,"1,530,614",tt0816692,2014
How to Train Your Dragon 2,How to Train Your Dragon 2,2014,PG,13 Jun 2014,102 min,"Animation, Action, Adventure, Family, Fantasy",Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",USA,Nominated for 1 Oscar. Another 15 wins & 60 nominations.,92%,76,7.8,"307,939",tt1646971,2014
Gone Girl,Gone Girl,2014,R,03 Oct 2014,149 min,"Drama, Mystery, Thriller",David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",USA,Nominated for 1 Oscar. Another 64 wins & 187 nominations.,87%,79,8.1,"870,713",tt2267998,2014
Divergent,Divergent,2014,PG-13,21 Mar 2014,139 min,"Action, Adventure, Mystery, Sci-Fi",Neil Burger,"Shailene Woodley, Theo James, Ashley Judd, Jai Courtney",USA,7 wins & 11 nominations.,41%,48,6.6,"428,215",tt1840309,2014
Neighbors,Neighbors,2014,R,09 May 2014,97 min,Comedy,Nicholas Stoller,"Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas",USA,7 wins & 12 nominations.,73%,68,6.3,"288,864",tt2004420,2014
Frozen,Frozen,2013,PG,27 Nov 2013,102 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad","USA, Norway",Won 2 Oscars. Another 79 wins & 60 nominations.,90%,75,7.4,"575,988",tt2294629,2014
Ride Along,Ride Along,2014,PG-13,17 Jan 2014,99 min,"Action, Comedy, Crime",Tim Story,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill",USA,1 win & 7 nominations.,18%,41,6.2,"104,066",tt1408253,2014
Rio 2,Rio 2,2014,G,11 Apr 2014,101 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",Carlos Saldanha,"Jake T. Austin, Carlinhos Brown, Kristin Chenoweth, Jemaine Clement","USA, Canada",2 wins & 24 nominations.,48%,49,6.3,"81,022",tt2357291,2014
Lucy,Lucy,2014,R,25 Jul 2014,89 min,"Action, Sci-Fi, Thriller",Luc Besson,"Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked","France, Germany, Taiwan, Canada, USA, UK",1 win & 12 nominations.,67%,61,6.4,"450,496",tt2872732,2014
Lone Survivor,Lone Survivor,2013,R,10 Jan 2014,121 min,"Action, Biography, Drama, War",Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster","USA, UK",Nominated for 2 Oscars. Another 6 wins & 14 nominations.,75%,60,7.5,"267,955",tt1091191,2014
The Fault in Our Stars,The Fault in Our Stars,2014,PG-13,06 Jun 2014,126 min,"Drama, Romance",Josh Boone,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",USA,21 wins & 17 nominations.,81%,69,7.7,"346,544",tt2582846,2014
Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,PG,07 Mar 2014,92 min,"Animation, Adventure, Comedy, Family, Sci-Fi",Rob Minkoff,"Ty Burrell, Max Charles, Lauri Fraser, Guillaume Aretos",USA,2 wins & 16 nominations.,81%,59,6.8,"63,054",tt0864835,2014
300: Rise of an Empire,300: Rise of an Empire,2014,R,07 Mar 2014,102 min,"Action, Drama",Noam Murro,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",USA,2 wins & 7 nominations.,45%,48,6.2,"282,042",tt1253863,2014
The Maze Runner,The Maze Runner,2014,PG-13,19 Sep 2014,113 min,"Action, Mystery, Sci-Fi, Thriller",Wes Ball,"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper","USA, UK",4 wins & 12 nominations.,65%,57,6.8,"421,301",tt1790864,2014
Noah,Noah,2014,PG-13,28 Mar 2014,138 min,"Action, Adventure, Drama",Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Ray Winstone, Anthony Hopkins",USA,Nominated for 1 Golden Globe. Another 1 win & 18 nominations.,76%,68,5.7,"244,164",tt1959490,2014
The Equalizer,The Equalizer,2014,R,26 Sep 2014,132 min,"Action, Crime, Thriller",Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",USA,1 win & 9 nominations.,60%,57,7.2,"336,886",tt0455944,2014
Edge of Tomorrow,Edge of Tomorrow,2014,PG-13,06 Jun 2014,113 min,"Action, Adventure, Sci-Fi",Doug Liman,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton","USA, Canada",11 wins & 38 nominations.,91%,71,7.9,"604,332",tt1631867,2014
Non-Stop,Non-Stop,2014,PG-13,28 Feb 2014,106 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery","UK, France, USA, Canada",1 nomination.,62%,56,6.9,"251,159",tt2024469,2014
Heaven Is for Real,Heaven Is for Real,2014,PG,16 Apr 2014,99 min,"Biography, Drama, Family",Randall Wallace,"Greg Kinnear, Kelly Reilly, Thomas Haden Church, Connor Corum",USA,1 win & 5 nominations.,51%,47,5.8,"25,843",tt1929263,2014
Fury,Fury,2014,R,17 Oct 2014,134 min,"Action, Drama, War",David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña","USA, China, UK",5 wins & 23 nominations.,76%,64,7.6,"430,814",tt2713180,2014
Dumb and Dumber To,Dumb and Dumber To,2014,PG-13,14 Nov 2014,109 min,Comedy,"Bobby Farrelly, Peter Farrelly","Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden",USA,1 win & 7 nominations.,30%,36,5.6,"129,666",tt2096672,2014
Tammy,Tammy,2014,R,02 Jul 2014,97 min,"Comedy, Romance",Ben Falcone,"Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney",USA,1 win & 7 nominations.,24%,39,4.9,"48,574",tt2103254,2014
Annabelle,Annabelle,2014,R,03 Oct 2014,99 min,"Horror, Mystery, Thriller",John R. Leonetti,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard",USA,3 wins & 7 nominations.,29%,37,5.4,"142,306",tt3322940,2014
The Other Woman,The Other Woman,2014,PG-13,25 Apr 2014,109 min,"Comedy, Romance",Nick Cassavetes,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson",USA,3 wins & 5 nominations.,26%,39,6.0,"131,685",tt2203939,2014
American Hustle,American Hustle,2013,R,20 Dec 2013,138 min,"Crime, Drama",David O. Russell,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner","USA, China",Nominated for 10 Oscars. Another 69 wins & 217 nominations.,92%,90,7.2,"451,564",tt1800241,2014
Let's Be Cops,Let's Be Cops,2014,R,13 Aug 2014,104 min,"Action, Comedy, Crime",Luke Greenfield,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",USA,2 nominations.,18%,30,6.4,"127,691",tt1924435,2014
The Monuments Men,The Monuments Men,2014,PG-13,07 Feb 2014,118 min,"Comedy, Drama, History, War",George Clooney,"George Clooney, Matt Damon, Bill Murray, Cate Blanchett","USA, Germany",3 wins & 3 nominations.,30%,52,6.1,"125,320",tt2177771,2014
The Wolf of Wall Street,The Wolf of Wall Street,2013,R,25 Dec 2013,180 min,"Biography, Crime, Drama",Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",USA,Nominated for 5 Oscars. Another 37 wins & 174 nominations.,79%,75,8.2,"1,203,848",tt0993846,2014
Penguins of Madagascar,Penguins of Madagascar,2014,PG,26 Nov 2014,92 min,"Animation, Adventure, Comedy, Family, Sci-Fi","Eric Darnell, Simon J. Smith","Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon",USA,8 nominations.,73%,53,6.7,"80,174",tt1911658,2014
Hercules,Hercules,1997,G,27 Jun 1997,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito","USA, France",Nominated for 1 Oscar. Another 9 wins & 15 nominations.,84%,74,7.3,"208,040",tt0119282,2014
The Purge: Anarchy,The Purge: Anarchy,2014,R,18 Jul 2014,103 min,"Action, Horror, Sci-Fi, Thriller",James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez","USA, France",3 wins & 6 nominations.,57%,50,6.4,"139,470",tt2975578,2014
Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,2014,PG,19 Dec 2014,98 min,"Adventure, Comedy, Family, Fantasy",Shawn Levy,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan","UK, USA",1 win & 4 nominations.,47%,47,6.2,"108,258",tt2692250,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,PG,10 Oct 2014,81 min,"Comedy, Drama, Family, Fantasy",Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",USA,1 win & 8 nominations.,61%,54,6.2,"41,138",tt1698641,2014
Think Like a Man Too,Think Like a Man Too,2014,PG-13,20 Jun 2014,106 min,"Comedy, Romance",Tim Story,"Adam Brody, Michael Ealy, Jerry Ferrara, Meagan Good",USA,2 wins & 4 nominations.,23%,38,5.8,"19,858",tt2239832,2014
The Nut Job,The Nut Job,2014,PG,17 Jan 2014,85 min,"Animation, Adventure, Comedy, Crime, Family",Peter Lepeniotis,"Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl","Canada, South Korea, USA",1 win & 5 nominations.,12%,37,5.7,"26,787",tt1821658,2014
Into the Woods,Into the Woods,2014,PG,25 Dec 2014,125 min,"Adventure, Comedy, Drama, Fantasy, Musical",Rob Marshall,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",USA,Nominated for 3 Oscars. Another 10 wins & 71 nominations.,71%,69,5.9,"133,374",tt2180411,2014
Unbroken,Unbroken,2014,PG-13,25 Dec 2014,137 min,"Action, Biography, Drama, Sport, War",Angelina Jolie,"Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi",USA,Nominated for 3 Oscars. Another 16 wins & 29 nominations.,51%,59,7.2,"150,384",tt1809398,2014
God's Not Dead,God's Not Dead,2014,PG,21 Mar 2014,113 min,Drama,Harold Cronk,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain",USA,1 win.,12%,16,4.7,"40,707",tt2528814,2014
Son of God,Son of God,2014,PG-13,28 Feb 2014,138 min,"Biography, Drama, History",Christopher Spencer,"Diogo Morgado, Greg Hicks, Adrian Schiller, Darwin Shaw",USA,2 wins & 1 nomination.,21%,37,5.7,"18,333",tt3210686,2014
Planes: Fire & Rescue,Planes: Fire & Rescue,2014,PG,18 Jul 2014,83 min,"Animation, Adventure, Comedy, Family, Fantasy",Roberts Gannaway,"Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong",USA,6 nominations.,44%,48,6.0,"16,825",tt2980706,2014
The Grand Budapest Hotel,The Grand Budapest Hotel,2014,R,28 Mar 2014,99 min,"Adventure, Comedy, Crime",Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody","Germany, USA",Won 4 Oscars. Another 130 wins & 226 nominations.,92%,88,8.1,"717,045",tt2278388,2014
RoboCop,RoboCop,1987,R,17 Jul 1987,102 min,"Action, Crime, Sci-Fi, Thriller",Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox",USA,Nominated for 2 Oscars. Another 11 wins & 10 nominations.,90%,67,7.6,"234,676",tt0093870,2014
Annie,Annie,1982,PG,18 Jun 1982,127 min,"Comedy, Drama, Family, Musical",John Huston,"Albert Finney, Carol Burnett, Ann Reinking, Tim Curry",USA,Nominated for 2 Oscars. Another 2 wins & 11 nominations.,57%,39,6.6,"40,260",tt0083564,2014
The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,PG-13,13 Dec 2013,161 min,"Adventure, Fantasy",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","New Zealand, USA",Nominated for 3 Oscars. Another 19 wins & 87 nominations.,74%,66,7.8,"605,693",tt1170358,2014
Dracula Untold,Dracula Untold,2014,PG-13,10 Oct 2014,92 min,"Action, Drama, Fantasy, Horror, War",Gary Shore,"Luke Evans, Sarah Gadon, Dominic Cooper, Art Parkinson","USA, UK, Ireland",3 wins & 5 nominations.,25%,40,6.3,"181,252",tt0829150,2014
Exodus: Gods and Kings,Exodus: Gods and Kings,2014,PG-13,12 Dec 2014,150 min,"Action, Adventure, Drama, Fantasy",Ridley Scott,"Christian Bale, Joel Edgerton, John Turturro, Aaron Paul","UK, Spain, USA",5 nominations.,31%,52,6.0,"160,203",tt1528100,2014
The Hundred-Foot Journey,The Hundred-Foot Journey,2014,PG,08 Aug 2014,122 min,"Comedy, Drama",Lasse Hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon","USA, India, United Arab Emirates",Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.,68%,55,7.3,"77,393",tt2980648,2014
No Good Deed,No Good Deed,2014,PG-13,12 Sep 2014,84 min,Thriller,Sam Miller,"Idris Elba, Taraji P. Henson, Leslie Bibb, Kate del Castillo",USA,2 wins & 2 nominations.,12%,26,5.6,"19,000",tt2011159,2014
Horrible Bosses 2,Horrible Bosses 2,2014,R,26 Nov 2014,108 min,"Comedy, Crime",Sean Anders,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",USA,1 win & 3 nominations.,35%,40,6.3,"159,462",tt2170439,2014
Muppets Most Wanted,Muppets Most Wanted,2014,PG,21 Mar 2014,107 min,"Adventure, Comedy, Crime, Family, Musical, Mystery",James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire","USA, UK",3 wins & 11 nominations.,80%,61,6.4,"31,976",tt2281587,2014
Ouija,Ouija,2014,PG-13,24 Oct 2014,89 min,"Horror, Mystery, Thriller",Stiles White,"Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos",USA,1 win.,6%,38,4.5,"48,849",tt1204977,2014
Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014,PG-13,17 Jan 2014,105 min,"Action, Drama, Thriller",Kenneth Branagh,"Chris Pine, Keira Knightley, Kevin Costner, Kenneth Branagh","USA, Russia",3 nominations.,54%,57,6.2,"123,821",tt1205537,2014
The Boxtrolls,The Boxtrolls,2014,PG,26 Sep 2014,96 min,"Animation, Adventure, Comedy, Family, Fantasy","Graham Annable, Anthony Stacchi","Steve Blum, Dee Bradley Baker, Max Mitchell, Ben Kingsley","USA, UK",Nominated for 1 Oscar. Another 8 wins & 60 nominations.,77%,61,6.8,"54,628",tt0787474,2014
If I Stay,If I Stay,2014,PG-13,22 Aug 2014,107 min,"Drama, Fantasy, Music, Romance, Sci-Fi",R.J. Cutler,"Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard",USA,3 wins & 1 nomination.,35%,46,6.7,"116,546",tt1355630,2014
The Book of Life,The Book of Life,2014,PG,17 Oct 2014,95 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Jorge R. Gutiérrez,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman","USA, Mexico, Canada",Nominated for 1 Golden Globe. Another 3 wins & 28 nominations.,83%,67,7.3,"65,183",tt2262227,2014
About Last Night,About Last Night,2014,R,14 Feb 2014,100 min,"Comedy, Romance",Steve Pink,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant",USA,1 nomination.,69%,62,6.1,"22,838",tt1826590,2014
Into the Storm,Into the Storm,2014,PG-13,08 Aug 2014,89 min,"Action, Adventure, Drama, Thriller",Steven Quale,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon",USA,2 wins & 1 nomination.,21%,44,5.8,"65,318",tt2106361,2014
Jersey Boys,Jersey Boys,2014,R,20 Jun 2014,134 min,"Biography, Drama, Music",Clint Eastwood,"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken",USA,4 wins & 2 nominations.,51%,54,6.8,"33,110",tt1742044,2014
The Judge,The Judge,2014,R,10 Oct 2014,141 min,"Crime, Drama",David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",USA,Nominated for 1 Oscar. Another 3 wins & 8 nominations.,49%,48,7.4,"180,122",tt1872194,2014
Blended,Blended,2014,PG-13,23 May 2014,117 min,"Comedy, Romance",Frank Coraci,"Adam Sandler, Drew Barrymore, Kevin Nealon, Terry Crews",USA,1 win & 10 nominations.,15%,31,6.5,"121,013",tt1086772,2014
The Giver,The Giver,2014,PG-13,15 Aug 2014,97 min,"Drama, Romance, Sci-Fi, Thriller",Phillip Noyce,"Jeff Bridges, Meryl Streep, Brenton Thwaites, Alexander Skarsgård","South Africa, Canada, USA",3 wins & 6 nominations.,35%,47,6.5,"112,647",tt0435651,2014
Need for Speed,Need for Speed,2014,PG-13,14 Mar 2014,132 min,"Action, Thriller",Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi","USA, India",1 win & 5 nominations.,22%,39,6.4,"163,482",tt2369135,2014
A Million Ways to Die in the West,A Million Ways to Die in the West,2014,R,30 May 2014,116 min,"Comedy, Western",Seth MacFarlane,"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson",USA,6 nominations.,33%,44,6.1,"178,167",tt2557490,2014
St. Vincent,St. Vincent,2014,PG-13,24 Oct 2014,102 min,"Comedy, Drama",Theodore Melfi,"Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd",USA,Nominated for 2 Golden Globes. Another 6 wins & 21 nominations.,77%,64,7.2,"96,606",tt2170593,2014
John Wick,John Wick,2014,R,24 Oct 2014,101 min,"Action, Crime, Thriller","Chad Stahelski, David Leitch","Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe","USA, UK, China",5 wins & 10 nominations.,86%,68,7.4,"544,486",tt2911666,2014
Dolphin Tale 2,Dolphin Tale 2,2014,PG,12 Sep 2014,107 min,"Drama, Family",Charles Martin Smith,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson",USA,3 nominations.,66%,58,6.4,"8,432",tt2978462,2014
The Expendables 3,The Expendables 3,2014,PG-13,15 Aug 2014,126 min,"Action, Adventure, Thriller",Patrick Hughes,"Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger","USA, France, Germany, Bulgaria",2 wins & 5 nominations.,32%,35,6.1,"170,479",tt2333784,2014
Saving Mr. Banks,Saving Mr. Banks,2013,PG-13,20 Dec 2013,125 min,"Biography, Comedy, Drama",John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell","USA, UK, Australia",Nominated for 1 Oscar. Another 13 wins & 73 nominations.,79%,65,7.5,"153,230",tt2140373,2014
Earth to Echo,Earth to Echo,2014,PG,02 Jul 2014,91 min,"Adventure, Family, Sci-Fi",Dave Green,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt",USA,2 wins & 1 nomination.,50%,53,5.8,"18,348",tt2183034,2014
Sex Tape,Sex Tape,2014,R,18 Jul 2014,94 min,"Comedy, Romance",Jake Kasdan,"Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper",USA,2 wins & 3 nominations.,16%,36,5.1,"107,969",tt1956620,2014
August: Osage County,August: Osage County,2013,R,10 Jan 2014,121 min,"Comedy, Drama",John Wells,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor",USA,Nominated for 2 Oscars. Another 16 wins & 63 nominations.,67%,58,7.2,"85,121",tt1322269,2014
Million Dollar Arm,Million Dollar Arm,2014,PG,16 May 2014,124 min,"Biography, Drama, Sport",Craig Gillespie,"Jon Hamm, Pitobash, Suraj Sharma, Madhur Mittal",USA,1 win & 2 nominations.,65%,56,7.0,"43,821",tt1647668,2014
Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,PG-13,18 Dec 2013,119 min,Comedy,Adam McKay,"Will Ferrell, Steve Carell, Paul Rudd, David Koechner",USA,1 win & 24 nominations.,75%,61,6.3,"169,886",tt1229340,2014
This Is Where I Leave You,This Is Where I Leave You,2014,R,19 Sep 2014,103 min,"Comedy, Drama",Shawn Levy,"Jason Bateman, Tina Fey, Jane Fonda, Adam Driver",USA,1 nomination.,44%,44,6.6,"73,809",tt1371150,2014
Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014,R,03 Jan 2014,84 min,"Horror, Mystery",Christopher Landon,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor",USA,3 nominations.,39%,42,5.0,"39,999",tt2473682,2014
Nightcrawler,Nightcrawler,2014,R,31 Oct 2014,117 min,"Crime, Drama, Thriller",Dan Gilroy,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton",USA,Nominated for 1 Oscar. Another 42 wins & 123 nominations.,95%,76,7.9,"472,162",tt2872718,2014
Chef,Chef,2014,R,30 May 2014,114 min,"Adventure, Comedy, Drama",Jon Favreau,"Jon Favreau, John Leguizamo, Bobby Cannavale, Emjay Anthony",USA,2 wins & 4 nominations.,87%,68,7.3,"198,297",tt2883512,2014
Get on Up,Get on Up,2014,PG-13,01 Aug 2014,139 min,"Biography, Drama, Music",Tate Taylor,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis","UK, USA",4 wins & 19 nominations.,80%,71,6.9,"22,806",tt2473602,2014
3 Days to Kill,3 Days to Kill,2014,PG-13,21 Feb 2014,117 min,"Action, Drama, Thriller",McG,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen","USA, France, Serbia",N/A,28%,40,6.2,"88,345",tt2172934,2014
Deliver Us from Evil,Deliver Us from Evil,2014,R,02 Jul 2014,118 min,"Action, Biography, Crime, Fantasy, Horror, Mystery, Thriller",Scott Derrickson,"Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy",USA,2 wins & 4 nominations.,28%,40,6.2,"71,918",tt2377322,2014
When the Game Stands Tall,When the Game Stands Tall,2014,PG,22 Aug 2014,115 min,"Biography, Drama, Family, Sport",Thomas Carter,"Jim Caviezel, Michael Chiklis, Alexander Ludwig, Clancy Brown",USA,1 nomination.,20%,41,6.7,"15,432",tt2247476,2014
