Release,Title,Year,Rated,Released,Runtime,Genre,Director,Actors,Country,Awards,Rotten Tomatoes,Metascore,IMDB,IMDB Votes,IMDB id,Top100 Year
Justice League,Justice League,2017,PG-13,17 Nov 2017,120 min,"Action, Adventure, Fantasy, Sci-Fi",Zack Snyder,"Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot","USA, Canada, UK",2 wins & 13 nominations.,40%,45,6.3,"390,301",tt0974015,2017
Dunkirk,Dunkirk,2017,PG-13,21 Jul 2017,106 min,"Action, Drama, History, Thriller, War",Christopher Nolan,"Fionn Whitehead, Damien Bonnard, Aneurin Barnard, Lee Armstrong","UK, Netherlands, France, USA",Won 3 Oscars. Another 60 wins & 229 nominations.,92%,94,7.8,"562,621",tt5013056,2017
Coco,Coco,2017,PG,22 Nov 2017,105 min,"Animation, Adventure, Family, Fantasy, Music, Mystery","Lee Unkrich, Adrian Molina(co-director)","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach","USA, Mexico",Won 2 Oscars. Another 109 wins & 39 nominations.,97%,81,8.4,"393,196",tt2380307,2017
The Lego Batman Movie,The Lego Batman Movie,2017,PG,10 Feb 2017,104 min,"Animation, Action, Comedy, Family",Chris McKay,"Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes","USA, Denmark, Australia",13 wins & 68 nominations.,90%,75,7.3,"132,126",tt4116284,2017
Get Out,Get Out,2017,R,24 Feb 2017,104 min,"Horror, Mystery, Thriller",Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford","USA, Japan",Won 1 Oscar. Another 147 wins & 202 nominations.,98%,85,7.7,"499,228",tt5052448,2017
The Boss Baby,The Boss Baby,2017,PG,31 Mar 2017,97 min,"Animation, Adventure, Comedy, Family, Fantasy",Tom McGrath,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow",USA,Nominated for 1 Oscar. Another 4 wins & 20 nominations.,53%,50,6.3,"109,886",tt3874544,2017
Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017,PG-13,26 May 2017,129 min,"Action, Adventure, Fantasy","Joachim Rønning, Espen Sandberg","Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites","USA, Australia, UK, Canada",1 win & 12 nominations.,29%,39,6.5,"267,268",tt1790809,2017
Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017,PG-13,20 Dec 2017,119 min,"Action, Adventure, Comedy, Fantasy",Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan","USA, India, Canada, UK, Australia, Germany",6 wins & 19 nominations.,76%,58,6.9,"323,622",tt2283362,2017
Kong: Skull Island,Kong: Skull Island,2017,PG-13,10 Mar 2017,118 min,"Action, Adventure, Fantasy, Sci-Fi",Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly","USA, China",Nominated for 1 Oscar. Another 1 win & 20 nominations.,75%,62,6.6,"274,712",tt3731562,2017
Hidden Figures,Hidden Figures,2016,PG,06 Jan 2017,127 min,"Biography, Drama, History",Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner",USA,Nominated for 3 Oscars. Another 36 wins & 91 nominations.,93%,74,7.8,"203,666",tt4846340,2017
Cars 3,Cars 3,2017,G,16 Jun 2017,102 min,"Animation, Adventure, Comedy, Family, Sport",Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion",USA,1 win & 24 nominations.,69%,59,6.7,"77,974",tt3606752,2017
War for the Planet of the Apes,War for the Planet of the Apes,2017,PG-13,14 Jul 2017,140 min,"Action, Adventure, Drama, Sci-Fi, Thriller",Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval","USA, Canada, New Zealand",Nominated for 1 Oscar. Another 27 wins & 64 nominations.,94%,82,7.4,"229,684",tt3450958,2017
Split,Split,2016,PG-13,20 Jan 2017,117 min,"Horror, Thriller",M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson","USA, Japan",9 wins & 24 nominations.,77%,62,7.3,"432,129",tt4972582,2017
Transformers: The Last Knight,Transformers: The Last Knight,2017,PG-13,21 Jun 2017,154 min,"Action, Adventure, Sci-Fi",Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock","USA, China, Canada",4 wins & 19 nominations.,15%,27,5.2,"136,763",tt3371366,2017
Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,2016,PG-13,16 Dec 2016,133 min,"Action, Adventure, Sci-Fi",Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen",USA,Nominated for 2 Oscars. Another 24 wins & 80 nominations.,84%,65,7.8,"560,630",tt3748528,2017
Wonder,Wonder,2017,PG,17 Nov 2017,113 min,"Drama, Family",Stephen Chbosky,"Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts","USA, Hong Kong, Canada",Nominated for 1 Oscar. Another 4 wins & 29 nominations.,85%,66,8.0,"144,469",tt2543472,2017
La La Land,La La Land,2016,PG-13,25 Dec 2016,128 min,"Comedy, Drama, Music, Musical, Romance",Damien Chazelle,"Ryan Gosling, Emma Stone, Amiee Conn, Terry Walters","USA, Hong Kong",Won 6 Oscars. Another 235 wins & 287 nominations.,91%,94,8.0,"511,972",tt3783958,2017
Sing,Sing,2016,PG,21 Dec 2016,108 min,"Animation, Comedy, Family, Musical","Garth Jennings, Christophe Lourdelet(co-director)","Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson","USA, Japan, France",Nominated for 2 Golden Globes. Another 3 wins & 23 nominations.,72%,59,7.1,"135,409",tt3470600,2017
Girls Trip,Girls Trip,2017,R,21 Jul 2017,122 min,"Adventure, Comedy, Drama",Malcolm D. Lee,"Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish","USA, Canada",13 wins & 40 nominations.,91%,71,6.2,"34,693",tt3564472,2017
Fifty Shades Darker,Fifty Shades Darker,2017,R,10 Feb 2017,118 min,"Drama, Romance",James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford","USA, China, Japan",5 wins & 12 nominations.,11%,33,4.6,"92,780",tt4465564,2017
Baby Driver,Baby Driver,2017,R,28 Jun 2017,113 min,"Action, Crime, Drama, Music, Thriller",Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González","UK, USA",Nominated for 3 Oscars. Another 42 wins & 62 nominations.,92%,86,7.6,"445,001",tt3890160,2017
Annabelle: Creation,Annabelle: Creation,2017,R,11 Aug 2017,109 min,"Horror, Mystery, Thriller",David F. Sandberg,"Anthony LaPaglia, Samara Lee, Miranda Otto, Brad Greenquist",USA,1 win & 8 nominations.,71%,62,6.5,"113,801",tt5140878,2017
Daddy's Home 2,Daddy's Home 2,2017,PG-13,10 Nov 2017,100 min,Comedy,Sean Anders,"Will Ferrell, Mark Wahlberg, Mel Gibson, John Lithgow",USA,1 win & 11 nominations.,21%,30,6.0,"63,480",tt5657846,2017
Murder on the Orient Express,Murder on the Orient Express,2017,PG-13,10 Nov 2017,114 min,"Crime, Drama, Mystery",Kenneth Branagh,"Paapa Essiedu, Yassine Zeroual, Asan N'Jie, Michael Rouse","Malta, USA",1 win & 24 nominations.,60%,52,6.5,"215,144",tt3402236,2017
Kingsman: The Golden Circle,Kingsman: The Golden Circle,2017,R,22 Sep 2017,141 min,"Action, Adventure, Comedy, Crime, Thriller",Matthew Vaughn,"Taron Egerton, Edward Holcroft, Gordon Alexander, Mark Strong","UK, USA",2 wins & 14 nominations.,51%,44,6.7,"276,528",tt4649466,2017
John Wick: Chapter 2,John Wick: Chapter 2,2017,R,10 Feb 2017,122 min,"Action, Crime, Thriller",Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose","USA, Italy, Hong Kong, Canada",4 wins & 10 nominations.,89%,75,7.5,"370,485",tt4425200,2017
Blade Runner 2049,Blade Runner 2049,2017,R,06 Oct 2017,164 min,"Action, Drama, Mystery, Sci-Fi, Thriller",Denis Villeneuve,"Ryan Gosling, Dave Bautista, Robin Wright, Mark Arnold","USA, UK, Canada, Hungary, Spain, Mexico",Won 2 Oscars. Another 97 wins & 156 nominations.,88%,81,8.0,"468,776",tt1856101,2017
The Emoji Movie,The Emoji Movie,2017,PG,28 Jul 2017,86 min,"Animation, Adventure, Comedy, Family, Fantasy",Tony Leondis,"T.J. Miller, James Corden, Anna Faris, Maya Rudolph",USA,7 wins & 3 nominations.,7%,12,3.3,"56,642",tt4877122,2017
Power Rangers,Power Rangers,2017,PG-13,24 Mar 2017,124 min,"Action, Adventure, Sci-Fi",Dean Israelite,"Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin","USA, Hong Kong, Japan, Mexico, Canada, New Zealand",6 nominations.,50%,44,5.9,"102,342",tt3717490,2017
The Mummy,The Mummy,1999,PG-13,07 May 1999,124 min,"Action, Adventure, Fantasy",Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo","USA, UK, Morocco",Nominated for 1 Oscar. Another 5 wins & 23 nominations.,61%,48,7.0,"392,273",tt0120616,2017
The Hitman's Bodyguard,The Hitman's Bodyguard,2017,R,18 Aug 2017,118 min,"Action, Comedy, Crime, Thriller",Patrick Hughes,"Elodie Yung, Ryan Reynolds, Tsuwayuki Saotome, Roy Hill","USA, Hong Kong, Bulgaria, Netherlands, Canada, UK, France",1 win & 8 nominations.,43%,47,6.9,"188,895",tt1959563,2017
Alien: Covenant,Alien: Covenant,2017,R,19 May 2017,122 min,"Horror, Sci-Fi, Thriller",Ridley Scott,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride","USA, UK",2 wins & 13 nominations.,65%,65,6.4,"256,516",tt2316204,2017
Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,PG,02 Jun 2017,89 min,"Animation, Action, Comedy, Family",David Soren,"Kevin Hart, Ed Helms, Nick Kroll, Thomas Middleditch","USA, Canada, France, UK, India",3 wins & 15 nominations.,87%,69,6.2,"25,194",tt2091256,2017
A Bad Moms Christmas,A Bad Moms Christmas,2017,R,01 Nov 2017,104 min,Comedy,"Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski","USA, China",1 win & 1 nomination.,32%,42,5.6,"45,444",tt6359956,2017
A Dog's Purpose,A Dog's Purpose,2017,PG,27 Jan 2017,100 min,"Adventure, Comedy, Drama, Family, Fantasy",Lasse Hallström,"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar","USA, India",3 nominations.,35%,43,7.2,"65,912",tt1753383,2017
Pitch Perfect 3,Pitch Perfect 3,2017,PG-13,22 Dec 2017,93 min,"Comedy, Music",Trish Sie,"Anna Kendrick, Rebel Wilson, Brittany Snow, Anna Camp",USA,5 wins & 9 nominations.,29%,40,5.8,"56,849",tt4765284,2017
The Lego Ninjago Movie,The Lego Ninjago Movie,2017,PG,22 Sep 2017,101 min,"Animation, Action, Adventure, Comedy, Family","Charlie Bean, Paul Fisher, Bob Logan","Jackie Chan, Dave Franco, Fred Armisen, Kumail Nanjiani","USA, Denmark, Australia",7 nominations.,56%,55,6.0,"22,747",tt3014284,2017
Baywatch,Baywatch,2017,R,25 May 2017,116 min,"Action, Comedy, Crime",Seth Gordon,"Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario","UK, China, USA",5 wins & 11 nominations.,17%,37,5.5,"163,750",tt1469304,2017
The Shack,The Shack,2017,PG-13,03 Mar 2017,132 min,"Drama, Fantasy",Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell","USA, Canada, Hong Kong",3 wins & 2 nominations.,21%,32,6.3,"30,886",tt2872518,2017
Happy Death Day,Happy Death Day,2017,PG-13,13 Oct 2017,96 min,"Comedy, Horror, Mystery, Thriller",Christopher Landon,"Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken",USA,3 nominations.,72%,58,6.6,"118,478",tt5308322,2017
Ferdinand,Ferdinand,2017,PG,15 Dec 2017,108 min,"Animation, Adventure, Comedy, Family, Fantasy",Carlos Saldanha,"Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy","USA, Spain",Nominated for 1 Oscar. Another 2 wins & 19 nominations.,72%,58,6.7,"49,470",tt3411444,2017
Atomic Blonde,Atomic Blonde,2017,R,28 Jul 2017,115 min,"Action, Thriller",David Leitch,"Charlize Theron, James McAvoy, Eddie Marsan, John Goodman","USA, Germany, Sweden, Hungary",10 wins & 19 nominations.,78%,63,6.7,"177,422",tt2406566,2017
American Made,American Made,2017,R,29 Sep 2017,115 min,"Action, Comedy, Crime, Drama",Doug Liman,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons","USA, Japan, Colombia",3 nominations.,85%,65,7.2,"159,967",tt3532216,2017
The Dark Tower,The Dark Tower,2017,PG-13,04 Aug 2017,95 min,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",Nikolaj Arcel,"Matthew McConaughey, Idris Elba, Tom Taylor, Dennis Haysbert",USA,4 nominations.,16%,34,5.6,"129,167",tt1648190,2017
The Greatest Showman,The Greatest Showman,2017,PG,20 Dec 2017,105 min,"Biography, Drama, Musical",Michael Gracey,"Hugh Jackman, Michelle Williams, Zac Efron, Zendaya",USA,Nominated for 1 Oscar. Another 18 wins & 34 nominations.,57%,48,7.6,"241,486",tt1485796,2017
Boo 2! A Madea Halloween,Boo 2! A Madea Halloween,2017,PG-13,20 Oct 2017,101 min,"Comedy, Drama, Horror",Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat",USA,1 win & 3 nominations.,4%,17,3.8,"4,185",tt6217804,2017
Lion,Lion,2016,PG-13,06 Jan 2017,118 min,"Biography, Drama",Garth Davis,"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki","UK, Australia, USA, India",Nominated for 6 Oscars. Another 58 wins & 103 nominations.,84%,69,8.0,"216,269",tt3741834,2017
Snatched,Snatched,2017,R,12 May 2017,90 min,"Action, Adventure, Comedy",Jonathan Levine,"Amy Schumer, Kim Caramele, Raven Goodwin, Katie Dippold",USA,2 wins & 2 nominations.,36%,45,4.5,"33,389",tt2334871,2017
The Great Wall,The Great Wall,2016,PG-13,17 Feb 2017,103 min,"Action, Adventure, Fantasy, Thriller",Yimou Zhang,"Matt Damon, Tian Jing, Willem Dafoe, Andy Lau","USA, China, Hong Kong, Australia, Canada",3 wins & 2 nominations.,35%,42,5.9,"126,106",tt2034800,2017
Smurfs: The Lost Village,Smurfs: The Lost Village,2017,PG,07 Apr 2017,90 min,"Animation, Adventure, Comedy, Family, Fantasy",Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer","USA, Hong Kong, Canada, China",1 win & 6 nominations.,40%,40,6.0,"18,766",tt2398241,2017
Going in Style,Going in Style,2017,PG-13,07 Apr 2017,96 min,"Comedy, Crime",Zach Braff,"Michael Caine, Alan Arkin, Ann-Margret, Matt Dillon",USA,N/A,82%,50,6.6,"77,498",tt2568862,2017
All Eyez on Me,All Eyez on Me,2017,R,16 Jun 2017,139 min,"Biography, Drama, Music",Benny Boom,"Demetrius Shipp Jr., Danai Gurira, Kat Graham, Hill Harper",USA,1 nomination.,18%,38,5.9,"21,398",tt1666185,2017
xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,PG-13,20 Jan 2017,107 min,"Action, Adventure, Thriller",D.J. Caruso,"Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu","China, Canada, USA",1 win & 6 nominations.,44%,42,5.2,"86,002",tt1293847,2017
Passengers,Passengers,2016,PG-13,21 Dec 2016,116 min,"Drama, Romance, Sci-Fi, Thriller",Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne","USA, Australia",Nominated for 2 Oscars. Another 1 win & 10 nominations.,30%,41,7.0,"353,291",tt1355644,2017
47 Meters Down,47 Meters Down,2017,PG-13,16 Jun 2017,89 min,"Adventure, Drama, Horror, Thriller",Johannes Roberts,"Mandy Moore, Claire Holt, Chris Johnson, Yani Gellman",UK,2 nominations.,52%,52,5.7,"49,461",tt2932536,2017
The Big Sick,The Big Sick,2017,R,14 Jul 2017,120 min,"Comedy, Drama, Romance",Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",USA,Nominated for 1 Oscar. Another 17 wins & 93 nominations.,98%,86,7.5,"122,389",tt5462602,2017
Moana,Moana,2016,PG,23 Nov 2016,107 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Ron Clements, John Musker, Don Hall(co-director), Chris Williams(co-director)","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",USA,Nominated for 2 Oscars. Another 20 wins & 88 nominations.,95%,81,7.6,"277,353",tt3521164,2017
Ghost in the Shell,Ghost in the Shell,2017,PG-13,31 Mar 2017,107 min,"Action, Crime, Drama, Sci-Fi, Thriller",Rupert Sanders,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche","USA, India, Hong Kong, China, Canada",3 wins & 6 nominations.,43%,52,6.3,"197,999",tt1219827,2017
Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,PG-13,21 Jul 2017,136 min,"Action, Adventure, Fantasy, Sci-Fi",Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna","France, China, Belgium, Germany, United Arab Emirates, USA, Canada, New Zealand, Singapore, UK, Thailand",10 nominations.,47%,51,6.5,"163,937",tt2239822,2017
The Star,The Star,2017,PG,17 Nov 2017,86 min,"Animation, Adventure, Comedy, Family, Fantasy",Timothy Reckart,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez",USA,Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,42%,42,6.3,"7,002",tt4587656,2017
King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,PG-13,12 May 2017,126 min,"Action, Adventure, Drama, Fantasy",Guy Ritchie,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou","UK, USA, Australia",10 nominations.,30%,41,6.7,"193,935",tt1972591,2017
Jigsaw,Jigsaw,2017,R,27 Oct 2017,92 min,"Crime, Horror, Mystery, Thriller","Michael Spierig, Peter Spierig","Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson","Canada, USA",N/A,33%,39,5.8,"69,433",tt3348730,2017
American Assassin,American Assassin,2017,R,15 Sep 2017,111 min,"Action, Thriller",Michael Cuesta,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster",USA,2 nominations.,34%,45,6.2,"71,533",tt1961175,2017
The Foreigner,The Foreigner,2017,R,13 Oct 2017,113 min,"Action, Thriller",Martin Campbell,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy","UK, China, USA, India",1 nomination.,65%,55,7.0,"103,513",tt1615160,2017
"Everything, Everything","Everything, Everything",2017,PG-13,19 May 2017,96 min,"Drama, Romance",Stella Meghie,"Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",USA,2 wins & 5 nominations.,45%,52,6.4,"33,464",tt5001718,2017
Wind River,Wind River,2017,R,18 Aug 2017,107 min,"Crime, Drama, Mystery, Thriller",Taylor Sheridan,"Kelsey Asbille, Jeremy Renner, Julia Jones, Teo Briones","UK, Canada, USA",14 wins & 26 nominations.,88%,73,7.7,"209,826",tt5362988,2017
Geostorm,Geostorm,2017,PG-13,20 Oct 2017,109 min,"Action, Sci-Fi, Thriller",Dean Devlin,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara","USA, Hong Kong",1 win & 1 nomination.,16%,21,5.3,"96,095",tt1981128,2017
Monster Trucks,Monster Trucks,2016,PG,13 Jan 2017,104 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Chris Wedge,"Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper","Canada, USA",2 nominations.,32%,41,5.7,"15,516",tt3095734,2017
Fist Fight,Fist Fight,2017,R,17 Feb 2017,91 min,Comedy,Richie Keen,"Charlie Day, Ice Cube, Tracy Morgan, Jillian Bell",USA,1 win & 1 nomination.,24%,37,5.6,"39,898",tt3401882,2017
How to Be a Latin Lover,How to Be a Latin Lover,2017,PG-13,28 Apr 2017,115 min,"Comedy, Drama",Ken Marino,"Eugenio Derbez, Salma Hayek, Raphael Alejandro, Rob Lowe","Mexico, USA",2 wins & 2 nominations.,39%,54,6.0,"14,431",tt4795124,2017
Lady Bird,Lady Bird,2017,R,01 Dec 2017,94 min,"Comedy, Drama",Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",USA,Nominated for 5 Oscars. Another 117 wins & 220 nominations.,99%,94,7.4,"245,872",tt4925292,2017
Fences,Fences,2016,PG-13,25 Dec 2016,139 min,Drama,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo","USA, Canada",Won 1 Oscar. Another 57 wins & 119 nominations.,92%,79,7.2,"98,942",tt2671706,2017
Patriots Day,Patriots Day,2016,R,13 Jan 2017,133 min,"Action, Crime, Drama, History, Thriller",Peter Berg,"Mark Wahlberg, Dicky Eklund Jr., Michael Marchand, Rhet Kidd","Hong Kong, USA",2 wins & 3 nominations.,81%,69,7.4,"93,277",tt4572514,2017
Kidnap,Kidnap,2017,R,04 Aug 2017,95 min,"Action, Crime, Drama, Thriller",Luis Prieto,"Halle Berry, Sage Correa, Chris McGinn, Lew Temple",USA,2 wins & 4 nominations.,35%,44,5.9,"34,272",tt1458169,2017
Underworld: Blood Wars,Underworld: Blood Wars,2016,R,06 Jan 2017,91 min,"Action, Adventure, Fantasy, Horror, Sci-Fi",Anna Foerster,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",USA,N/A,21%,23,5.8,"70,372",tt3717252,2017
The Mountain Between Us,The Mountain Between Us,2017,PG-13,06 Oct 2017,112 min,"Action, Adventure, Drama, Romance, Thriller",Hany Abu-Assad,"Kate Winslet, Idris Elba, Beau Bridges, Dermot Mulroney",USA,2 wins & 1 nomination.,38%,48,6.4,"68,300",tt2226597,2017
Life,Life,2017,R,24 Mar 2017,104 min,"Horror, Sci-Fi, Thriller",Daniel Espinosa,"Hiroyuki Sanada, Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal","UK, USA",7 nominations.,67%,54,6.6,"209,129",tt5442430,2017
Why Him?,Why Him?,2016,R,23 Dec 2016,111 min,Comedy,John Hamburg,"Zoey Deutch, James Franco, Tangie Ambrose, Cedric the Entertainer","USA, Cambodia",1 win.,39%,39,6.2,"102,438",tt4501244,2017
The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,PG,11 Aug 2017,91 min,"Animation, Adventure, Comedy, Family, Fantasy",Cal Brunker,"Will Arnett, Maya Rudolph, Bobby Cannavale, Bobby Moynihan",Canada,1 win & 3 nominations.,14%,36,5.5,"5,931",tt3486626,2017
Rings,Rings,2017,PG-13,03 Feb 2017,102 min,"Drama, Horror, Mystery, Romance",F. Javier Gutiérrez,"Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Vincent D'Onofrio",USA,2 wins.,8%,25,4.5,"37,947",tt0498381,2017
Logan Lucky,Logan Lucky,2017,PG-13,18 Aug 2017,118 min,"Comedy, Crime, Drama",Steven Soderbergh,"Farrah Mackenzie, Channing Tatum, Jim O'Heir, Riley Keough","USA, China",2 wins & 11 nominations.,92%,78,7.0,"133,038",tt5439796,2017
Home Again,Home Again,2017,PG-13,08 Sep 2017,97 min,"Comedy, Drama, Romance",Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Pico Alexander",USA,1 win.,32%,41,5.8,"28,865",tt5719700,2017
Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,2016,R,27 Jan 2017,107 min,"Action, Horror, Sci-Fi",Paul W.S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts","USA, Germany, France, Canada, South Africa, Australia, UK, Japan, China",2 wins & 3 nominations.,37%,49,5.5,"84,823",tt2592614,2017
